set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100;
set K:= 1 2 3 4;
param V:= 4;
param cp:= 400;
param dm:= 2.0;
param o:=
33 5329 2665 8660 6 7 9548 7772 37 24 7 21 7772 8 10 20220 38 47 13 20 17 7 7106 12 12 6 15 10 6 5 3 3 20 5 0 3 4 11324 9992 27 18 6439 10214 17693 21 22 55 16 10 11 12 1554 2 8 23 5 7 8882 65 9 9326 9 12 13 14 9992 12 6 11 12 4 7 3553 16 7994 9 11 3 4 2 1 3331 1 13 11 10214 10 16 10 6 6883 6 11102 9548 12 10 10 9 9 11 37 10658 
34 16 5329 21 12 7994 24 21 14 63 5 10 10214 22 13 24192 22026 14433 18 26 12 20 8882 44 44 4 7772 7 7328 7 12 22 8 15 3 0 3 17 14 113 38 9 24 85 95 48 34 70 12657 58 13323 4219 14 12 7994 7 14 12 24 11 13 11546 14 9104 36 11991 20 5329 11102 3997 8 25 3331 37 19 10214 41 4 14 1 2220 4441 2 16 17 26 13 63 46 17 38 7994 15 11991 12 43 22 23 46 51 11769 13 
35 9104 7 12213 9 10 15 14 50 64 2 9 9548 14 14 105 24553 61 14877 17 11 4 10658 16 13323 6661 20 35 16 31 5107 20 30 6 4 3 0 54 28 30 11769 41 54 29 26359 26 18 18 15 28 13 11 3 15 19 7994 37 13 44 12 52 12 18 9 10 12 3 4 17 6 8 7 1 23 14 11991 12 7 5329 12 3997 7 3 57 17 55 14 16654 13 10 12 7106 15 26 27 15 15 14 14 55 12879 18 
36 14804 14443 24 19859 30 46 13 5584 6 15 10 7 19 32 18415 22 29 14 29 5 11 26 29 34 48 33 23 13721 16 26 55 14 14 11324 17 54 0 19 19859 108 18 30 19 87 17 6143 4 2528 3630 2889 21 42 10 32 91 26 25 81 17332 14 10832 13 32 9388 8 15 21 38 21 13360 25 24 45 21665 23 97 18054 19137 16 20220 23 15 5026 7 10832 18 30 17693 10 12277 10471 62 15 16 14 19 17 16248 15165 27 20 
37 4663 12638 4 15 10 3 2443 8376 9 11769 59 20 9 10 4 8 6 5 6 16 45 8 29 13 26 12564 29 5551 8 15 32 13 23 9992 14 28 19 0 7583 14 9 9 3 7 14 25 37 15 8935 18054 11 13 27 5 10610 15 37 10 5 2 3909 4 13721 17693 23 15543 27 17 11168 11 18 13323 15 6701 7259 9 13 11168 13 13 11 10658 15 6 8 1117 9 2 11554 7 17332 1396 1 2 1998 2 2 4 0 7 1 
38 61 40 11554 29 18776 9 14 34 14 26720 21665 28 39 23 4 9 22 9027 17 79 104 15165 16 36 24192 28 68 17 22 25 47 77 25 27 113 30 19859 7583 0 25 14443 15 7222 6499 14 11915 19 37 19 22748 85 24553 31 14804 26 24 19 9749 15 10 45 8 20220 24 32 37 29 22 88 19 22 29247 15526 16 15 20 21 24 26359 30 43 51 17 13 9 7 9 9388 18415 12999 24192 12 8666 17 43 39 9749 11 8 11 6499 
39 9 16 6 10 1998 15 17 15 16194 10658 20220 95 7 8 20 43 16 16 15 29 12 3775 4 2 13 2 26 33 11 9 75 20 22387 18 38 11769 108 14 25 0 5 8 12999 15 71 16473 24 27 17032 31 10331 42 12564 13 5 2 2 10110 12 45 54 17 84 47 57 29 13545 2 8 59 18 14 12 4 12 5 17 17 11 13 9 9326 16 58 58 16 17 9 75 36 28 12564 14 12 8216 33 22 7994 11448 15 15 
40 10 5329 2 8 13 5551 7 8935 19 8438 9 32 4 2220 10 10 7 8 28 62 36 2 13 6 29 5551 1954 3 4 16 9 6217 39 6439 9 41 18 9 14443 5 0 3997 9 19 14 40 12285 64 11 19498 6422 7550 7 1 5 6 3997 11 2 4219 11 7 9 12 41 14 11 7328 5863 20 6883 20 5 7 6 7 7 8 7550 7818 7 7106 37 31 7 7 16 2887 27 4 19 5551 16 6 4 7 5 3 9 9 20 
41 12 30 3 14 3997 39 6 17 17 48 39 28 32 9 12 4333 11 15 10889 24 26 3 1 12 13 12 8 8 9 46 21 33 22 10214 24 54 30 9 15 8 3997 0 6 9 22 13 18 21303 59 32 22 23 22 5 29 12 3 5 4 8 10051 12 39 22748 27 32 16 11 19 14 35 14 2 4 3 2 10 41 10658 12006 10 11 13402 46 22 10 14 4 34 7106 88 8 7 8097 22 5329 16 4885 15 8 29 
42 9027 18 17 65 12 7222 6499 15 25 23 35 24 49 6 13 13 7 9388 10 17 21 9 15 45 68 16 19 12 12 23 36 18 26 17693 85 29 19 3 7222 12999 9 6 0 3 5 11 15165 33 14804 20942 16 18776 11193 9 13 29 13 2889 6499 5 8305 12 33 20581 47 27 94 62 30 13 16248 23470 10 29 8 36 14082 19 19 35 14443 19 12999 9 10 4333 7222 3 14 9 19859 5 4 6 5 4333 6 4 7 10 12 
43 15 17693 7 18776 26 20 10 19 30 29 21 45 14804 33 14 2528 7583 12 15 21 23470 10 17 23 75 18 12277 17 17 81 24 71 24192 21 95 26359 87 7 6499 15 19 9 3 0 7 13721 18 20 18054 24 18 21665 16 22 19 15887 22 5 9388 8 11193 9 20 30 33 33 53 32 17332 17 22 53 9749 18 10 9749 33 23 28 81 16971 87 64 16 43 7222 8666 7 71 13 26 12 27 7583 11 30 10 26 6499 17 5416 
44 12 16609 35 19137 16 7 8 13360 13 22748 35 74 20 30 7 30 2 7 9749 16609 28 15 15 64 23 24 13360 25 13360 24 78 19 43 22 48 26 17 14 14 71 14 22 5 7 0 9 13 30 17 19498 17 20942 13 11 17332 75 19 30 9749 20 9 3611 20 20581 45 32 25275 20220 20 17 35 101 14 12 25 27 16971 18 25 20581 18054 24 12 8305 6138 13 3 25 16 9027 20220 4 5 5 27 12 25 6 14 5416 3 
45 9 11 9772 14 16 3 11 6 7 14798 9 8376 25 30 10471 14443 20 2 3909 8 15 15 27 16473 33 21 10889 8097 39 16194 14 10 15 55 34 18 6143 25 11915 16473 40 13 11 13721 9 0 11 5 5 8376 13 16 7 35 16 16194 30 52 8935 5584 3 4188 29 21 11 21 19 39 56 11 9772 21 26 12 26 17 12006 26 20 14240 56 14240 7 2 2 6 22 8097 13 11 42 6 8 6 12 7 5 28 7 20 6 
46 10 44 13 18 18 7 9 6 3 15 9 8 14 11 14443 74 16 20 6 6 26 57 20 18986 17869 19 26 18 11168 17 12 9 10889 16 70 18 4 37 19 24 12285 18 15165 18 13 11 0 2792 12 22 25 13402 28 13 32 73 35 16609 11168 8 6 9 7 9 8655 18 59 86 17 11 9772 18 15356 14519 17 21 16 14240 33 61 15356 15 3630 6 5305 8 8376 11 27 9 9493 8655 8935 10 10 9214 8097 11 10 9 9493 
47 14 11915 68 69 43 10 11193 3630 3630 12 10 5 16609 14 17 19859 16 19 22 12 8 37 85 24914 87 27 16248 11193 27 82 23 33 10471 10 12657 15 2528 15 37 27 64 21303 33 20 30 5 2792 0 2 4333 58 9104 6 14 19859 46 22 18054 14804 12 8305 11554 23 33 9 16 9770 27803 18054 10832 12 11102 20 21 20581 21665 19 18 15 35 18 13 4 5305 9027 12277 27 19 7 11 11 13360 12999 11915 15 14 46 14 16 11554 28 
48 30 16 23 15 58 6143 6980 8 2513 23 6 4 12 35 19 18 8935 7 5 9 12 25 14519 70 17 17032 21 28 35 14 31 5 7539 11 58 28 3630 8935 19 17032 11 59 14804 18054 17 5 12 2 0 9 9493 10051 6 8655 14 18 20 20 38 10 5 7818 3350 8 28 15356 23 22 25 27 7 16 14 14 14240 30 41 11 17 49 50 11727 2 17 5863 10 11 13 5 23 13 37 17 31 16 9 7259 37 10 9 12 
49 17 14082 42 19 49 18 15165 25 8 10880 10 20 22 18 23 97 35 55 9 5 9 28 28 28525 24192 27442 19 29 17 91 15 12 12 12 13323 13 2889 18054 22748 31 19498 32 20942 24 19498 8376 22 4333 9 0 16609 9770 18 17332 26 25997 26 88 18415 33 16 15887 14 30 4333 25 10 126 26 13360 11915 45 23831 45 24553 32 20 24 12657 19498 20942 11102 6143 8935 17 16971 23 24 9 55 36 71 69 16248 20 34 20 23 19 18 18415 
50 5 3 10 2234 8 10 7539 15 21 7 12 12 3 15 35 16248 12564 12564 15 14 5 15 10 47 5863 10 4747 5 12 19 8 9 8 1554 4219 11 21 11 85 10331 6422 22 16 18 17 13 25 58 9493 16609 0 10 6 6 6 8 39 14 6422 38 10 13 9 9 31 9 6 12844 3350 11 4 6 11 34 11 20 1396 4 4 11 7 2220 8935 38 11 12 28 19 7 27 8 23 9772 41 32 17 10 12 12 38 46 
51 7 11 11 6 8438 12 7994 8376 11448 3 4219 6439 10 9 26 40 48 14 38 8 2 8438 43 11769 12 36 7 6 4885 19 2 4 5 2 14 3 42 13 24553 42 7550 23 18776 21665 20942 16 13402 9104 10051 9770 10 0 15 8 13 16 11 18 8 39 9 11102 22 5329 8438 20 3 12 18 3553 3 5 10 11 10 13 14 4 2887 2665 6 2 10 12 11 43 13323 9992 20 28 9 45 9992 13 11 11 18 9770 10436 38 22 
52 4 4188 8 7818 10 6 4 10 4747 10 19 13 7 6 25 27 7818 14 2 6 8 8 10 52 10610 12285 12 2 4188 10331 12 10 15 8 12 15 10 27 31 12564 7 22 11193 16 13 7 28 6 6 18 6 15 0 4188 18 14 12 11193 5305 6 3630 7 5 9 10 15 21 61 9 6 4467 14 9 17 11 10610 7 7259 39 34 8097 8376 4 5 6 13 9214 8 5 2 7 8 12 6 6 7 18 6 6422 6 15 
53 888 5 4 8 9 6 5 28 8 30 6439 15 3630 2 22 12 26 28 11 52 7550 6 10 6883 10 13 9 1998 2 10 13 4663 17 23 7994 19 32 5 14804 13 1 5 9 22 11 35 13 14 8655 17332 6 8 4188 0 11 7 7 6860 1 8 4 11 6439 8660 18054 23 11 35 6 14 7 19 3997 4 4441 5107 5 5584 28 7 6 6439 15 26 6 4885 16 4 10 2443 10 11 4 18 3 3 13 7 18 3775 5107 
54 25 9 28 4467 3 11727 10 11727 27 8 46 18 2513 7539 16609 14 13 58 10610 38 10 5 6 8 3 7 3350 27 5 16 20 9 50 5 7 7994 91 10610 26 5 5 29 13 19 17332 16 32 19859 14 26 6 13 18 11 0 2 5 22 23 10 14 14 48 16 22748 43 39 7259 6 9 10 9 4 5 6 7 4 5 6 11 2234 11 14 12006 12844 13 60 8655 13 9 12844 12006 39 10889 35 36 10 36 21 41 11168 
55 8 12 8 26 2 27 11 28 20 10 22 87 4747 7328 22 13 30 32 16 43 20 4 6 4 4 3 7 14 8 5305 19 15526 38 7 14 37 26 15 24 2 6 12 29 15887 75 16194 73 46 18 25997 8 16 14 7 2 0 3 11554 5995 13 15 28 19 42 25997 11991 13 4 19 16 30 40 5 4 8 3997 6422 6143 7 8 4188 7106 16 17 29 16 21 16 19 8438 78 15 46 14 8 34 11448 11 14 24 13 
