set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
23 14 11 11 5 8 20 7944 9770 10436 9 13123 32 13 11 16 23 3 11 6217 12 12435 10 4663 0 3 16 14 9770 7 9104 7106 11546 12 4 36 10880 13 14 29 8 12 10 12 4 20 8660 9326 9104 33 2220 
24 12 14 11915 4 17 30 11 13 15 7 11168 15 10471 15 63 32 3 9388 15 15356 23 19 11 3 0 7 25 13402 13721 22 14 14 6 6 12 13402 32 33 12844 16 35 9 34 28 3 32 12285 57 18 1554 
25 48 11727 17 4 18 23 14 9 37 3 13 13 7944 24 10 22 25 9027 3 21 25275 41 14 16 7 0 11 12 20 18415 17 10 4 16 8882 18 29 23470 10 4 6860 26 16 14 4 21 9 24 19137 5773 
26 2 10832 7 7222 3972 21 6 3 20 6860 8 8 5 8305 8 10832 8 3 12 15 14443 48 13 14 25 11 0 8 10832 32 7222 14 8 16 4 20 17 52 29 25 3972 19 30 12999 7222 6499 7 11554 18 11 
27 23 10 7222 7772 3611 3 10 14 2 8 12 11 9388 1554 5 3 7550 10 14 3331 4885 33 7772 9770 13402 12 8 0 9388 2889 6 10658 11 8 1554 7 5329 4219 9 32 10 11 11 11 16 2166 4 4219 20 19 
28 8666 6 14 7106 7583 29 8 53 13 19 13960 58 13 48 71 13 5 20 68 16 45 3 4 7 13721 20 10832 9388 0 27 9 21665 16 4 11 56 7 10 18 20 14 9 8 9 7550 29 10832 11 19 7 
29 7 11 23 7994 3972 9 7222 11 7 15165 46 12 10832 5 12 4 7 12 75 17 13 5 21 9104 22 18415 32 2889 27 0 13 19 29 6 20 8666 6 5 11 16 23 59 17 52 9 1444 6 16 2 36 
30 6 8 3 6 3 4694 4333 9027 7944 17 45 11168 9 8 14 6860 5329 7 16248 12 10 5 7583 7106 14 17 7222 6 9 13 0 18 49 4 22 38 27 14 22 52 11 13 22 11 28 4 7 9 10 9 
31 27 17 23 14 15526 27 15 7 10 4747 5 15 11 11324 7994 24 36 23 8097 9 51 26 35 11546 14 10 14 10658 21665 19 18 0 13 42 10 31 31 27 20 5 9388 34 22 65 8 22 10 91 21 10 
32 16 11 11 7 12 66 8 25 7328 1954 6143 39 6 11 36 17693 15 5 4 10 20942 16 45 12 6 4 8 11 16 29 49 13 0 5 13 7 21 24 8 2792 12 10 14 9493 2 16 6883 16971 14804 4 
33 6138 1776 2220 14 4 6661 2889 28 15 27 44 12844 17 10 9992 16 7 6 14 18 19 5329 4 4 6 16 16 8 4 6 4 42 5 0 6 8 7328 7994 13 14 7583 3997 3997 3 5 21 7 6 5 4 
34 7 7328 14 26 2528 9 13 2 6 13 9 6980 26 4 4441 4441 6439 8 25 3 27 9749 32 36 12 8882 4 1554 11 20 22 10 13 6 0 3 8 6 29 25 8 20 38 35 13 7 2 5551 27 8438 
35 6499 11 10832 15 6 7 12 4 4 7 7 4188 14 4 8 5773 32 7944 16 2 8 13721 13 10880 13402 18 20 7 56 8666 38 31 7 8 3 0 36 16 5 5773 36 48 15 10880 8 7 2 10 21 10 
36 11915 12277 11 10658 12 14 11 8882 10 25 16 17 16 12 10436 6 19 18 71 8 5 5 13 13 32 29 17 5329 7 6 27 31 21 7328 8 36 0 3 15636 79 17 19 14 56 11 7222 8 2166 4333 11102 
37 11554 13721 12 14 9 3 11915 7994 8 19859 60 17 16 18 9 4 20 14 20 8 9 6 49 14 33 23470 52 4219 10 5 14 27 24 7994 6 16 3 0 14519 24 33 22 18 18 45 26 25 4 4694 11769 
38 38 28 11448 12 8655 13 15 9 6 6143 1954 3 14 19 5 12 44 9388 14 26 61 14798 18 29 12844 10 29 9 18 11 22 20 8 13 29 5 15636 14519 0 6 8305 19 17032 15636 35 10051 8 28 14 12285 
39 10 12 14 4 10471 19 19 5 6439 1117 3071 28 4 10 9 69 6 6 7 9 21 17693 16 8 16 4 25 32 20 16 52 5 2792 14 25 5773 79 24 6 0 4 26 13402 13 13 12999 7 20 15165 7 
40 20 10471 9 4 30 14082 12 7222 18 3250 7 21 2 12638 12 19 6 2 30 46 72 16 53 12 35 6860 3972 10 14 23 11 9388 12 7583 8 36 17 33 8305 4 0 13360 18 25 4 40 7944 58 12 7583 
41 26 5 11 8 13360 62 10 14 14 49 31 22 59 24 18 18054 5 15 10889 14 39 12 3 10 9 26 19 11 9 59 13 34 10 3997 20 48 19 22 19 26 13360 0 1 1 14 14 11 13721 52 6 
42 12999 3 35 28 13 14443 9388 12 22 14 32 22 61 14 56 69 6 12277 12 13 18 12 5 12 34 16 30 11 8 17 22 22 14 3997 38 15 14 18 17032 13402 18 1 0 1 8 14 9992 25 11915 5329 
43 14 1332 8 5773 24 28 8 11 20 14 15 34 13360 43 52 16609 3775 11 11 12 18054 10 5 4 28 14 12999 11 9 52 11 65 9493 3 35 10880 56 18 15636 13 25 1 1 0 8 12638 9 12 11554 4 
44 8 5773 23 666 6 12 6 6439 9 2665 15 42 6 38 36 42 3 5 3109 9104 16 11 10 20 3 4 7222 16 7550 9 28 8 2 5 13 8 11 45 35 13 4 14 8 8 0 8 7 19 11 2887 
45 6 12 5055 7 3 4 12 9 22 13360 10 9772 18 19 10471 4694 26 9 17332 9 9 8 21 8660 32 21 6499 2166 29 1444 4 22 16 21 7 7 7222 26 10051 12999 40 14 14 12638 8 0 17 5 4 8438 
46 4 31 8 8 4 5 8 2 1 7 8 8 6 3 3997 19 13 26 14 3 14 42 11 9326 12285 9 7 4 10832 6 7 10 6883 7 2 2 8 25 8 7 7944 11 9992 9 7 17 0 5995 30 35 
47 10 10110 25 36 14 3 9027 7772 6661 20 18 14 14082 5 10 5416 10 24 64 31 6 4 35 9104 57 24 11554 4219 11 16 9 91 16971 6 5551 10 2166 4 28 20 58 13721 25 12 19 5 5995 0 2 9770 
48 29 19 9 10 20 2528 6860 42 9027 31 14 14 13 27 17 5 6661 11 23 43 9 6 8305 33 18 19137 18 20 19 2 10 21 14804 5 27 21 4333 4694 14 15165 12 52 11915 11554 11 4 30 2 0 17 
49 11 3997 12 2 15 13 7583 35 11 5551 12 56 10 11 13 45 4 30 4 12 13 11 7 2220 1554 5773 11 19 7 36 9 10 4 4 8438 10 11102 11769 12285 7 7583 6 5329 4 2887 8438 35 9770 17 0 

;param cto[*,*]
: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49:=
0 0 46 44 45 39 42 43 44 40 42 42 43 40 42 43 43 41 39 48 42 44 43 43 43 48 44 39 41 42 41 40 44 42 41 40 41 44 44 42 42 40 44 44 43 41 40 44 42 41 43 
1 46 0 40 42 42 44 41 49 45 44 46 51 43 49 51 45 44 46 44 46 46 46 43 40 42 45 43 44 40 47 42 47 43 39 44 46 44 45 47 45 43 40 40 39 42 43 44 43 42 41 
2 44 40 0 46 40 41 43 43 42 44 49 46 42 46 45 42 41 41 45 44 44 40 41 42 44 45 45 41 40 41 43 47 47 40 41 43 42 42 45 44 46 42 42 42 42 40 45 41 40 42 
3 45 42 46 0 42 49 41 47 44 40 43 45 40 45 49 46 39 40 41 45 47 49 47 41 40 45 41 44 44 44 47 44 39 41 43 44 46 47 44 41 40 43 43 42 38 47 43 45 44 44 
4 39 42 40 42 0 41 40 40 40 43 43 43 41 41 43 41 42 40 45 42 43 42 43 48 45 45 40 40 42 40 43 46 43 45 39 45 42 46 43 43 42 44 48 44 46 39 39 41 40 44 
5 42 44 41 49 41 0 42 43 42 46 46 46 44 41 44 39 44 47 48 43 40 40 43 46 47 48 43 40 41 39 40 49 46 43 41 43 40 43 50 46 45 46 45 45 46 44 42 39 39 46 
6 43 41 43 41 40 42 0 42 42 42 44 48 41 43 44 47 40 40 44 44 45 42 42 42 43 44 40 42 41 41 40 49 45 39 41 43 47 44 44 42 41 46 42 46 45 41 41 42 41 42 
7 44 49 43 47 40 43 42 0 39 42 41 40 40 41 40 43 47 41 49 44 45 44 46 46 46 44 43 41 44 42 42 47 43 43 40 39 45 44 41 46 41 47 47 46 43 41 39 44 43 45 
8 40 45 42 44 40 42 42 39 0 44 42 45 41 40 40 46 48 42 46 39 47 44 46 46 46 45 40 44 48 45 42 45 44 44 39 39 44 43 46 43 42 47 47 46 44 40 42 43 42 46 
9 42 44 44 40 43 46 42 42 44 0 40 43 40 49 44 47 42 41 41 44 49 47 46 44 46 40 41 48 46 45 44 41 39 43 43 43 48 48 42 38 39 46 46 45 40 44 47 47 46 42 
10 42 46 49 43 43 46 44 41 42 40 0 40 40 48 42 46 44 42 44 43 48 47 47 46 45 42 41 44 47 45 45 40 42 45 43 42 52 47 39 40 41 48 48 51 42 48 42 47 46 45 
11 43 51 46 45 43 46 48 40 45 43 40 0 42 43 40 49 46 43 46 41 47 47 48 48 51 45 46 43 47 45 45 42 44 46 42 40 48 47 39 42 43 49 49 49 45 44 42 51 46 47 
12 40 43 42 40 41 44 41 40 41 40 40 42 0 47 43 45 41 39 42 43 46 45 45 44 43 42 39 42 48 43 46 42 40 42 41 41 50 49 41 43 39 45 45 44 40 42 45 45 44 42 
13 42 49 46 45 41 41 43 41 40 49 48 43 47 0 42 40 45 43 48 40 42 43 45 51 51 47 42 39 44 44 45 47 46 44 40 41 42 41 44 45 44 47 47 46 46 40 40 46 41 51 
14 43 51 45 49 43 44 44 40 40 44 42 40 43 42 0 44 46 43 47 43 46 46 48 48 48 50 46 46 47 47 44 44 45 46 41 39 46 49 41 44 47 49 49 48 45 43 41 49 45 47 
15 43 45 42 46 41 39 47 43 46 47 46 49 45 40 44 0 45 44 49 46 40 42 44 47 48 52 43 44 43 40 41 49 47 44 41 42 44 39 49 46 45 47 46 46 46 40 42 40 44 47 
16 41 44 41 39 42 44 40 47 48 42 44 46 41 45 46 45 0 40 42 45 51 44 42 40 44 43 46 44 46 47 42 45 41 39 43 44 45 46 45 42 41 42 42 41 40 43 43 44 43 39 
17 39 46 41 40 40 47 40 41 42 41 42 43 39 43 43 44 40 0 42 43 46 44 43 43 42 42 43 42 43 42 45 44 44 41 41 42 45 49 42 44 43 44 44 47 40 42 41 44 43 42 
18 48 44 45 41 45 48 44 49 46 41 44 46 42 48 47 49 42 42 0 47 50 51 50 43 40 44 48 51 46 47 46 43 44 43 46 46 49 49 45 42 42 45 49 44 40 46 46 48 47 45 
19 42 46 44 45 42 43 44 44 39 44 43 41 43 40 43 46 45 43 47 0 44 45 47 51 48 46 42 40 45 42 43 49 45 45 40 43 48 44 42 44 44 48 52 51 45 42 40 44 43 47 
20 44 46 44 47 43 40 45 45 47 49 48 47 46 42 46 40 51 46 50 44 0 42 45 48 49 50 45 42 43 41 42 51 48 45 43 48 40 39 48 52 47 47 51 47 48 42 43 44 41 52 
21 43 46 40 49 42 40 42 44 44 47 47 47 45 43 46 42 44 44 51 45 42 0 41 44 46 48 44 42 43 44 40 49 50 42 43 45 40 41 47 47 45 47 43 47 45 41 43 39 39 45 
22 43 43 41 47 43 43 42 46 46 46 47 48 45 45 48 44 42 43 50 47 45 41 0 42 44 51 48 44 39 43 42 49 45 41 44 46 43 44 48 46 44 44 40 40 44 43 45 42 42 43 
23 43 40 42 41 48 46 42 46 46 44 46 48 44 51 48 47 40 43 43 51 48 44 42 0 44 44 44 46 42 45 44 47 43 40 45 47 46 47 47 48 43 40 40 40 42 45 45 45 44 40 
24 48 42 44 40 45 47 43 46 46 46 45 51 43 51 48 48 44 42 40 48 49 46 44 44 0 42 44 46 45 46 49 45 41 42 49 46 48 48 46 43 42 42 43 42 40 46 46 47 46 39 
25 44 45 45 45 45 48 44 44 45 40 42 45 42 47 50 52 43 42 44 46 50 48 51 44 42 0 47 46 47 47 50 41 40 44 45 45 49 49 43 44 41 46 47 46 41 46 49 48 47 42 
26 39 43 45 41 40 43 40 43 40 41 41 46 39 42 46 43 46 43 48 42 45 44 48 44 44 47 0 41 43 42 41 43 41 42 43 40 45 44 41 41 40 45 45 44 41 41 40 44 42 47 
27 41 44 41 44 40 40 42 41 44 48 44 43 42 39 46 44 44 42 51 40 42 42 44 46 46 46 41 0 42 39 40 46 45 43 39 41 42 41 47 44 47 46 46 45 44 39 39 41 40 46 
28 42 40 40 44 42 41 41 44 48 46 47 47 48 44 47 43 46 43 46 45 43 43 39 42 45 47 43 42 0 41 40 49 45 40 43 45 45 42 47 46 44 42 41 41 44 41 43 40 40 47 
29 41 47 41 44 40 39 41 42 45 45 45 45 43 44 47 40 47 42 47 42 41 44 43 45 46 47 42 39 41 0 39 51 45 42 40 42 41 40 49 45 44 45 45 44 45 38 44 40 43 45 
30 40 42 43 47 43 40 40 42 42 44 45 45 46 45 44 41 42 45 46 43 42 40 42 44 49 50 41 40 40 39 0 51 44 45 40 42 41 41 45 44 43 44 43 43 43 39 41 40 39 44 
31 44 47 47 44 46 49 49 47 45 41 40 42 42 47 44 49 45 44 43 49 51 49 49 47 45 41 43 46 49 51 51 0 42 46 45 44 50 50 41 41 42 49 49 48 43 47 45 49 52 45 
32 42 43 47 39 43 46 45 43 44 39 42 44 40 46 45 47 41 44 44 45 48 50 45 43 41 40 41 45 45 45 44 42 0 46 43 48 47 47 47 40 39 48 45 44 39 44 43 46 45 41 
33 41 39 40 41 45 43 39 43 44 43 45 46 42 44 46 44 39 41 43 45 45 42 41 40 42 44 42 43 40 42 45 46 46 0 42 48 44 44 45 43 42 41 41 44 41 42 43 46 46 41 
34 40 44 41 43 39 41 41 40 39 43 43 42 41 40 41 41 43 41 46 40 43 43 44 45 49 45 43 39 43 40 40 45 43 42 0 40 43 42 42 43 46 46 46 45 43 40 38 42 41 45 
35 41 46 43 44 45 43 43 39 39 43 42 40 41 41 39 42 44 42 46 43 48 45 46 47 46 45 40 41 45 42 42 44 48 48 40 0 45 44 45 42 42 47 47 47 48 45 43 44 43 49 
36 44 44 42 46 42 40 47 45 44 48 52 48 50 42 46 44 45 45 49 48 40 40 43 46 48 49 45 42 45 41 41 50 47 44 43 45 0 39 48 48 50 45 49 45 51 41 44 39 40 47 
37 44 45 42 47 46 43 44 44 43 48 47 47 49 41 49 39 46 49 49 44 39 41 44 47 48 49 44 41 42 40 41 50 47 44 42 44 39 0 47 47 46 46 46 46 47 41 43 40 40 47 
38 42 47 45 44 43 50 44 41 46 42 39 39 41 44 41 49 45 42 45 42 48 47 48 47 46 43 41 47 47 49 45 41 47 45 42 45 48 47 0 41 42 49 49 48 43 44 42 47 46 46 
39 42 45 44 41 43 46 42 46 43 38 40 42 43 45 44 46 42 44 42 44 52 47 46 48 43 44 41 44 46 45 44 41 40 43 43 42 48 47 41 0 43 46 46 46 40 44 43 47 45 43 
40 40 43 46 40 42 45 41 41 42 39 41 43 39 44 47 45 41 43 42 44 47 45 44 43 42 41 40 47 44 44 43 42 39 42 46 42 50 46 42 43 0 44 45 44 39 43 42 45 48 42 
41 44 40 42 43 44 46 46 47 47 46 48 49 45 47 49 47 42 44 45 48 47 47 44 40 42 46 45 46 42 45 44 49 48 41 46 47 45 46 49 46 44 0 42 38 44 49 46 45 44 42 
42 44 40 42 43 48 45 42 47 47 46 48 49 45 47 49 46 42 44 49 52 51 43 40 40 43 47 45 46 41 45 43 49 45 41 46 47 49 46 49 46 45 42 0 42 44 48 46 44 44 42 
43 43 39 42 42 44 45 46 46 46 45 51 49 44 46 48 46 41 47 44 51 47 47 40 40 42 46 44 45 41 44 43 48 44 44 45 47 45 46 48 46 44 38 42 0 43 44 49 48 44 45 
44 41 42 42 38 46 46 45 43 44 40 42 45 40 46 45 46 40 40 40 45 48 45 44 42 40 41 41 44 44 45 43 43 39 41 43 48 51 47 43 40 39 44 44 43 0 48 47 46 45 40 
45 40 43 40 47 39 44 41 41 40 44 48 44 42 40 43 40 43 42 46 42 42 41 43 45 46 46 41 39 41 38 39 47 44 42 40 45 41 41 44 44 43 49 48 44 48 0 40 44 39 45 
46 44 44 45 43 39 42 41 39 42 47 42 42 45 40 41 42 43 41 46 40 43 43 45 45 46 49 40 39 43 44 41 45 43 43 38 43 44 43 42 43 42 46 46 49 47 40 0 43 42 45 
47 42 43 41 45 41 39 42 44 43 47 47 51 45 46 49 40 44 44 48 44 44 39 42 45 47 48 44 41 40 40 40 49 46 46 42 44 39 40 47 47 45 45 44 48 46 44 43 0 39 46 
48 41 42 40 44 40 39 41 43 42 46 46 46 44 41 45 44 43 43 47 43 41 39 42 44 46 47 42 40 40 43 39 52 45 46 41 43 40 40 46 45 48 44 44 44 45 39 42 39 0 45 
49 43 41 42 44 44 46 42 45 46 42 45 47 42 51 47 47 39 42 45 47 52 45 43 40 39 42 47 46 47 45 44 45 41 41 45 49 47 47 46 43 42 42 42 45 40 45 45 46 45 0 

;param d[*,*]
: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49:=
0 0.0 0 0 0 0.43 0.98 0 0 1.9 0.9 2.45 1.13 0.74 2.79 1.06 3.42 0.74 1.01 0 0.38 1.41 3.42 1.85 1.21 0 3.11 0.1 1.51 3.04 0.3 0.55 2.28 1.36 2.15 0.62 2.28 4.18 4.05 2.45 0.86 1.32 2.22 4.56 1.21 0.33 0.23 0 0.43 1.88 0.47 
1 0 0.0 0.55 1.42 1.02 1.29 0.99 0 2.46 0.62 0.78 0 2.92 0 0 1.56 0 0 0 2.9 1.72 0 0 0.47 0.98 3.95 3.8 0 0.55 0 0.35 0 0.52 0.49 2.03 0 4.31 4.81 1.96 0 3.67 0.18 0 0.37 1.6 0.48 1.37 3.55 1.6 1.11 
2 0 0.55 0.0 0 1.52 0.32 0 3.42 1.02 4.31 0 1.68 3.17 0 2.46 2.45 1.11 1.11 0.67 2.09 4.05 0.59 2.03 0.42 4.18 0.7 0 2.53 0.94 1.51 0 1.96 0 0.62 1.17 3.8 0.94 1.02 3.86 0.57 0 0.98 2.26 0.35 1.02 1.77 0 1.6 0.8 0.43 
3 0 1.42 0 0.0 0 0 0.63 0 2.09 0.23 2.63 1.52 1.41 0 0 1.8 0.15 1.52 0.99 0.68 0 0 0 0 0 0 2.53 2.16 1.97 2.22 0 0.53 0.31 0.63 1.13 0.57 2.96 0 0.55 0 0.17 0 1.21 1.6 0.18 0 0 1.6 0 0 
4 0.43 1.02 1.52 0 0.0 0.7 0.47 1.9 0.23 2.82 0 0.52 2.28 0.28 2.54 0.78 0.94 0.92 5.19 0.82 3.67 1.36 3.67 0 1.49 1.56 1.39 1.27 2.66 1.39 0 5.45 0.48 0 0.89 0 1.02 0 2.92 3.67 1.98 4.69 0 2.03 0 0.12 0.15 1.23 1.32 0.55 
5 0.98 1.29 0.32 0 0.7 0.0 3.29 0.5 0.98 4.52 4.52 0 4.56 0 0 0.13 2.28 0 0 0 1.52 1.65 3.67 0.73 2.07 0.97 1.79 0 1.88 0.56 1.65 2.35 4.33 1.85 0.33 0 0.94 0 0 0.78 4.94 4.05 5.07 2.4 0 0 0 0.12 0.89 0 
6 0 0.99 0 0.63 0.47 3.29 0.0 0.38 1.48 2.35 4.05 0 1.6 0.48 4.69 0 0.47 0.62 1.97 1.97 0.63 0.9 0.37 2.79 0.45 0.57 0.55 0.86 0.7 2.53 1.52 0 0 1.01 1.11 1.06 0 4.18 1.33 1.6 0.99 0 3.29 0 0 1.05 0.32 3.17 2.41 2.66 
7 0 0 3.42 0 1.9 0.5 0.38 0.0 0.43 1.54 1.11 0.92 0.25 0 0 1.72 0 1.11 0 0 2.4 3.48 2.71 2.71 0 0 0 0.63 3.48 0.94 3.17 0 1.09 1.21 0 0.2 2.46 2.22 0.63 0 2.53 0 0 0 1.79 0.78 0 2.16 2.73 1.52 
8 1.9 2.46 1.02 2.09 0.23 0.98 1.48 0.43 0.0 0.53 0 0 1.23 0 0.22 0 0 0.86 0.78 0.27 0 0.55 0.72 2.9 0 1.64 1.32 0 0 0 2.79 0 2.03 0.55 0.27 0.2 0 0 0 1.79 1.54 0 0.83 0.77 0 1.41 0 1.85 3.17 0 
9 0.9 0.62 4.31 0.23 2.82 4.52 2.35 1.54 0.53 0.0 0.25 0.48 0.2 0 2.22 3.08 0.9 2.03 0.28 2.28 2.35 1.92 4.33 0 0 0.17 2.41 0 1.68 5.32 1.45 1.6 0.66 1.17 0.5 0 2.19 6.97 2.07 0.38 1.14 2.71 0 0.68 0.74 4.69 0 0.83 2.65 1.54 
10 2.45 0.78 0 2.63 0 4.52 4.05 1.11 0 0.25 0.0 0 1.9 0 0.38 1.84 0.58 0.9 1.25 2.63 2.27 2.07 5.08 4.42 3.76 0.9 0.33 0.58 4.71 2.53 2.46 0.22 2.07 2.4 0.45 0.35 0 3.33 0.66 1.04 0.3 2.19 2.23 0 1.02 0 0 0.85 0 0 
11 1.13 0 1.68 1.52 0.52 0 0 0.92 0 0.48 0 0.0 0.94 0.5 0.17 0 4.14 0.5 4.33 1.11 4.89 0 5.55 2.23 0 0.63 0 0.52 3.2 0 3.76 1.02 2.16 4.33 2.35 1.41 0 0.83 0.13 1.54 1.79 1.07 1.07 2.35 2.34 3.29 0.38 0 0 3.08 
