set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
9 10 17 7550 6 34 54 22 6980 18 0 7 13 5 12 10051 28 20 5777 6 10331 21 17 16609 15 5 3 6860 11 12 11727 10 6138 1954 27 17 9 20 15356 7944 1117 3250 64 18 19 2665 10331 8 16 24 5551 
10 38 21 14 6217 10 17332 11554 26 10 7 0 6 5416 11 10 34 10 10 23 10110 42 38 19498 16971 8882 17 8 12 18054 59 58 6 7944 56 9 9 21 78 2528 3972 7 40 41 19 12 10 8 23 18 10 
11 13 19 31 17 11 18 14 22 7 13 6 0 11 10 5 15 9770 12 16609 26 18776 21 21303 41 12 17 8 11 75 16 14443 19 51 16609 6980 5416 22 23 4 36 21 29 29 43 34 9772 8 18 18 44 
12 9 45 5551 13 5026 12999 15 5 11 5 5416 11 0 9 30 55 18 5 9388 15 19 56 16 13 6439 7944 5 7259 8 10832 6 11 6 10 20 11 16 16 14 4 2 59 61 13360 4 14 5 14082 13 6 
13 6143 15 8 13 5 6 9 7 4 12 11 10 9 0 6143 3071 11448 9 32 15 12 16 30 18 15 30 6422 1954 37 4 6 14240 13 13 5 6 15 22 19 12 9772 38 23 69 48 15 4 6 21 14 
14 9 19 22 9 30 13 10331 4 7 10051 10 5 30 6143 0 9214 41 11 14798 3 15 13123 20220 26 50 13 6 7 55 9 11 12999 45 12564 5584 10 13123 12 7 11 9 29 91 85 36 8097 5026 12 13 13 
15 9749 18 23 41 7 2 7 7818 6 28 34 15 55 3071 9214 0 12 16 34 7 2220 5 17 37 26 17 10832 3 8 2 4219 24 13681 16 5584 7259 4 2 16 54 19 18054 69 16609 42 3630 23 3331 3 45 
16 5 5 3997 4 27 8216 3 7 8 20 10 9770 18 11448 41 12 0 3109 20 9326 11 7106 10 5 3 25 5 9493 5 7 5329 36 15 7 8097 32 19 20 35 6 4 8 10 6138 3 32 17 10 6661 4 
17 2889 9 8 2665 8 12 4 10 8 5777 10 12 5 9 11 16 3109 0 9388 10 18 13 45 11 5773 9027 3 7 12 12 4 23 5 4 6 6143 18 14 9388 6 2 15 12277 11 3 7 20 24 11 19 
18 12 14 10 3553 11448 18 14 11 16 6 23 16609 9388 32 14798 34 20 9388 0 59 19545 15 17 10110 12 3 12 14 42 58 9992 10471 4 14 25 16 71 20 18 7 30 14082 15 15 3109 13402 14 64 18 4 
19 7 16971 19 18 7 9 18 3 8 10331 10110 26 15 15 3 7 9326 10 59 0 12 44 20 19 12213 26 12 4188 13 13 9 15 12 22 4 2 11 10 33 12 36 23 21 19 9104 7 4 39 34 12 
20 16 20 7106 15 8097 2665 9 10889 9 21 42 18776 19 12 15 2220 11 18 19545 12 0 20 16 20220 18 19545 14443 6143 28 8 6 51 16194 19 34 10 3 5 79 16 72 39 18 18054 16 7 17 4 5 13 
21 9749 8 4 9 12 2887 6 41 10 17 38 21 56 16 13123 5 7106 13 15 44 20 0 8 16 12 32 48 26 2 3 3 26 13 5329 7539 10610 3 4 19137 13681 16 12 12 10 11 6 32 3 4 11 
22 22 3 5777 12 10471 10471 9 15887 31 16609 19498 21303 16 30 20220 17 10 45 17 20 16 8 0 7583 14 18 13 12638 4 21 7583 45 58 7 52 21 13 49 23 21 53 5 8 8 16 21 17 35 8305 11 
23 14 17 18 8 12 32 7944 15887 16971 15 16971 41 13 18 26 37 5 11 10110 19 20220 16 7583 0 5 26 14 15887 12 14804 11554 18776 19 6 58 17693 21 23 38 13 12 16 20 7 32 14082 15165 14804 53 3611 
24 7 18 7328 4 13 24 7 11 12 5 8882 12 6439 15 50 26 3 5773 12 12213 18 12 14 5 0 6 15 13402 8438 13 9 11 5 6 12 10658 25 26 10214 12 21 12 43 36 3 25 12285 45 11 1554 
25 48 15165 10 4 14 18 8 11 47 3 17 17 7944 30 13 17 25 9027 3 26 19545 32 18 26 6 0 11 15 13 14240 10 13 4 16 11168 22 23 18149 14 4 6860 34 20 18 4 16 11 18 14798 5773 
26 2 10832 4 4441 3071 21 4 3 16 6860 8 8 5 6422 6 10832 5 3 12 12 14443 48 13 14 15 11 0 6 6661 32 4441 14 8 10 3 16 17 52 29 25 3972 19 30 12999 4441 5026 6 11554 18 7 
27 18 16 5584 9772 2792 4 8 18 3 11 12 11 7259 1954 7 3 9493 7 14 4188 6143 26 12638 15887 13402 15 6 0 7259 2234 5 13402 13 10 1954 9 6701 5305 9 40 8 18 18 19 20 1675 4 5305 16 24 
28 5329 6 9 7106 5863 18 5 41 10 12 18054 75 8 37 55 8 5 12 42 13 28 2 4 12 8438 13 6661 7259 0 17 5 21665 10 4 9 44 4 6 23 12 8 9 8 9 7550 22 8376 7 12 7 
29 7 11 14 7994 3071 5 4441 8 5 11727 59 16 10832 4 9 2 7 12 58 13 8 3 21 14804 13 14240 32 2234 17 0 8 19 22 6 16 6701 4 3 14 12 23 59 17 52 9 1117 4 10 1 36 
30 4 8 2 6 3 2887 2665 6980 6143 10 58 14443 6 6 11 4219 5329 4 9992 9 6 3 7583 11554 9 10 4441 5 5 8 0 18 30 4 17 29 17 9 29 32 7 13 22 11 28 3 5 6 6 9 
31 27 22 23 14 12006 27 15 12 16 6138 6 19 11 14240 12999 24 36 23 10471 15 51 26 45 18776 11 13 14 13402 21665 19 18 0 17 68 12 51 31 27 26 6 9388 44 29 84 8 17 12 91 21 10 
32 16 14 7 7 9 51 5 31 9214 1954 7944 51 6 13 45 13681 15 5 4 12 16194 13 58 19 5 4 8 13 10 22 30 17 0 5 17 9 16 18 10 2792 12 13 18 12277 2 13 8655 13123 11448 4 
33 3775 2889 2220 14 5 6661 1776 35 18 27 56 16609 10 13 12564 16 7 4 14 22 19 5329 7 6 6 16 10 10 4 6 4 68 5 0 8 10 7328 7994 17 14 4663 6499 6499 5 5 27 9 6 5 4 
34 6 11915 11 32 1954 11 10 3 8 17 9 6980 20 5 5584 5584 8097 6 25 4 34 7539 52 58 12 11168 3 1954 9 16 17 12 17 8 0 4 10 8 29 31 6 32 62 56 17 6 2 6980 21 10610 
35 5026 17 8376 15 5 9 9 6 6 9 9 5416 11 6 10 7259 32 6143 16 2 10 10610 21 17693 10658 22 16 9 44 6701 29 51 9 10 4 0 45 20 6 7259 28 78 24 17693 8 6 2 12 16 10 
36 11915 12277 7 10658 9 9 7 11168 12 20 21 22 16 15 13123 4 19 18 71 11 3 3 13 21 25 23 17 6701 4 4 17 31 16 7328 10 45 0 2 20220 61 17 19 14 56 11 5584 10 1332 2665 11102 
37 11554 13721 7 14 7 2 7328 10051 10 15356 78 23 16 22 12 2 20 14 20 10 5 4 49 23 26 18149 52 5305 6 3 9 27 18 7994 8 20 2 0 18776 19 33 22 18 18 45 20 31 2 2887 11769 
38 38 36 14804 9 8655 17 15 12 8 7944 2528 4 14 19 7 16 35 9388 18 33 79 19137 23 38 10214 14 29 9 23 14 29 26 10 17 29 6 20220 18776 0 8 8305 24 22026 20220 28 10051 8 37 18 9770 
39 10 15 8 4 8097 15 12 6 8097 1117 3972 36 4 12 11 54 6 6 7 12 16 13681 21 13 12 4 25 40 12 12 32 6 2792 14 31 7259 61 19 8 0 4 33 17332 17 13 10051 9 15 11727 7 
40 20 10471 5 2 23 14082 7 5584 14 3250 7 21 2 9772 9 19 4 2 30 36 72 16 53 12 21 6860 3972 8 8 23 7 9388 12 4663 6 28 17 33 8305 4 0 13360 18 25 2 31 6143 58 12 4663 
41 26 8 11 13 13360 62 10 23 23 64 40 29 59 38 29 18054 8 15 14082 23 39 12 5 16 12 34 19 18 9 59 13 44 13 6499 32 78 19 22 24 33 13360 0 1 2 23 14 18 13721 52 9 
42 12999 5 35 45 13 14443 9388 20 36 18 41 29 61 23 91 69 10 12277 15 21 18 12 8 20 43 20 30 18 8 17 22 29 18 6499 62 24 14 18 22026 17332 18 1 0 2 14 14 16248 25 11915 8666 
43 14 2166 8 9388 24 28 8 18 33 19 19 43 13360 69 85 16609 6138 11 15 19 18054 10 8 7 36 18 12999 19 9 52 11 84 12277 5 56 17693 56 18 20220 17 25 2 2 0 13 12638 15 12 11554 7 
44 5 9388 23 666 8 12 4 6439 9 2665 12 34 4 48 36 42 3 3 3109 9104 16 11 16 32 3 4 4441 20 7550 9 28 8 2 5 17 8 11 45 28 13 2 23 14 13 0 9 8 19 11 2887 
45 4 12 3909 9 2 3 9 7 17 10331 10 9772 14 15 8097 3630 32 7 13402 7 7 6 21 14082 25 16 5026 1675 22 1117 3 17 13 27 6 6 5584 20 10051 10051 31 14 14 12638 9 0 13 4 3 10610 
46 3 51 6 10 3 7 6 2 1 8 8 8 5 4 5026 23 17 20 14 4 17 32 17 15165 12285 11 6 4 8376 4 5 12 8655 9 2 2 10 31 8 9 6143 18 16248 15 8 13 0 7539 23 44 
47 10 10110 15 36 11 2 5551 9772 8376 16 23 18 14082 6 12 3331 10 24 64 39 4 3 35 14804 45 18 11554 5305 7 10 6 91 13123 6 6980 12 1332 2 37 15 58 13721 25 12 19 4 7539 0 1 9770 
48 29 19 6 10 16 1554 4219 32 6980 24 18 18 13 21 13 3 6661 11 18 34 5 4 8305 53 11 14798 18 16 12 1 6 21 11448 5 21 16 2665 2887 18 11727 12 52 11915 11554 11 3 23 1 0 17 
49 7 6499 12 2 18 13 4663 35 11 5551 10 44 6 14 13 45 4 19 4 12 13 11 11 3611 1554 5773 7 24 7 36 9 10 4 4 10610 10 11102 11769 9770 7 4663 9 8666 7 2887 10610 44 9770 17 0 

;param cto[*,*]
: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49:=
0 0 46 44 45 39 42 43 44 40 42 42 43 40 42 43 43 41 39 48 42 44 43 43 43 48 44 39 41 42 41 40 44 42 41 40 41 44 44 42 42 40 44 44 43 41 40 44 42 41 43 
1 46 0 40 42 42 44 41 49 45 44 46 51 43 49 51 45 44 46 44 46 46 46 43 40 42 45 43 44 40 47 42 47 43 39 44 46 44 45 47 45 43 40 40 39 42 43 44 43 42 41 
2 44 40 0 46 40 41 43 43 42 44 49 46 42 46 45 42 41 41 45 44 44 40 41 42 44 45 45 41 40 41 43 47 47 40 41 43 42 42 45 44 46 42 42 42 42 40 45 41 40 42 
3 45 42 46 0 42 49 41 47 44 40 43 45 40 45 49 46 39 40 41 45 47 49 47 41 40 45 41 44 44 44 47 44 39 41 43 44 46 47 44 41 40 43 43 42 38 47 43 45 44 44 
4 39 42 40 42 0 41 40 40 40 43 43 43 41 41 43 41 42 40 45 42 43 42 43 48 45 45 40 40 42 40 43 46 43 45 39 45 42 46 43 43 42 44 48 44 46 39 39 41 40 44 
5 42 44 41 49 41 0 42 43 42 46 46 46 44 41 44 39 44 47 48 43 40 40 43 46 47 48 43 40 41 39 40 49 46 43 41 43 40 43 50 46 45 46 45 45 46 44 42 39 39 46 
6 43 41 43 41 40 42 0 42 42 42 44 48 41 43 44 47 40 40 44 44 45 42 42 42 43 44 40 42 41 41 40 49 45 39 41 43 47 44 44 42 41 46 42 46 45 41 41 42 41 42 
7 44 49 43 47 40 43 42 0 39 42 41 40 40 41 40 43 47 41 49 44 45 44 46 46 46 44 43 41 44 42 42 47 43 43 40 39 45 44 41 46 41 47 47 46 43 41 39 44 43 45 
8 40 45 42 44 40 42 42 39 0 44 42 45 41 40 40 46 48 42 46 39 47 44 46 46 46 45 40 44 48 45 42 45 44 44 39 39 44 43 46 43 42 47 47 46 44 40 42 43 42 46 
9 42 44 44 40 43 46 42 42 44 0 40 43 40 49 44 47 42 41 41 44 49 47 46 44 46 40 41 48 46 45 44 41 39 43 43 43 48 48 42 38 39 46 46 45 40 44 47 47 46 42 
10 42 46 49 43 43 46 44 41 42 40 0 40 40 48 42 46 44 42 44 43 48 47 47 46 45 42 41 44 47 45 45 40 42 45 43 42 52 47 39 40 41 48 48 51 42 48 42 47 46 45 
11 43 51 46 45 43 46 48 40 45 43 40 0 42 43 40 49 46 43 46 41 47 47 48 48 51 45 46 43 47 45 45 42 44 46 42 40 48 47 39 42 43 49 49 49 45 44 42 51 46 47 
12 40 43 42 40 41 44 41 40 41 40 40 42 0 47 43 45 41 39 42 43 46 45 45 44 43 42 39 42 48 43 46 42 40 42 41 41 50 49 41 43 39 45 45 44 40 42 45 45 44 42 
13 42 49 46 45 41 41 43 41 40 49 48 43 47 0 42 40 45 43 48 40 42 43 45 51 51 47 42 39 44 44 45 47 46 44 40 41 42 41 44 45 44 47 47 46 46 40 40 46 41 51 
14 43 51 45 49 43 44 44 40 40 44 42 40 43 42 0 44 46 43 47 43 46 46 48 48 48 50 46 46 47 47 44 44 45 46 41 39 46 49 41 44 47 49 49 48 45 43 41 49 45 47 
15 43 45 42 46 41 39 47 43 46 47 46 49 45 40 44 0 45 44 49 46 40 42 44 47 48 52 43 44 43 40 41 49 47 44 41 42 44 39 49 46 45 47 46 46 46 40 42 40 44 47 
16 41 44 41 39 42 44 40 47 48 42 44 46 41 45 46 45 0 40 42 45 51 44 42 40 44 43 46 44 46 47 42 45 41 39 43 44 45 46 45 42 41 42 42 41 40 43 43 44 43 39 
17 39 46 41 40 40 47 40 41 42 41 42 43 39 43 43 44 40 0 42 43 46 44 43 43 42 42 43 42 43 42 45 44 44 41 41 42 45 49 42 44 43 44 44 47 40 42 41 44 43 42 
18 48 44 45 41 45 48 44 49 46 41 44 46 42 48 47 49 42 42 0 47 50 51 50 43 40 44 48 51 46 47 46 43 44 43 46 46 49 49 45 42 42 45 49 44 40 46 46 48 47 45 
19 42 46 44 45 42 43 44 44 39 44 43 41 43 40 43 46 45 43 47 0 44 45 47 51 48 46 42 40 45 42 43 49 45 45 40 43 48 44 42 44 44 48 52 51 45 42 40 44 43 47 
20 44 46 44 47 43 40 45 45 47 49 48 47 46 42 46 40 51 46 50 44 0 42 45 48 49 50 45 42 43 41 42 51 48 45 43 48 40 39 48 52 47 47 51 47 48 42 43 44 41 52 
21 43 46 40 49 42 40 42 44 44 47 47 47 45 43 46 42 44 44 51 45 42 0 41 44 46 48 44 42 43 44 40 49 50 42 43 45 40 41 47 47 45 47 43 47 45 41 43 39 39 45 
22 43 43 41 47 43 43 42 46 46 46 47 48 45 45 48 44 42 43 50 47 45 41 0 42 44 51 48 44 39 43 42 49 45 41 44 46 43 44 48 46 44 44 40 40 44 43 45 42 42 43 
23 43 40 42 41 48 46 42 46 46 44 46 48 44 51 48 47 40 43 43 51 48 44 42 0 44 44 44 46 42 45 44 47 43 40 45 47 46 47 47 48 43 40 40 40 42 45 45 45 44 40 
24 48 42 44 40 45 47 43 46 46 46 45 51 43 51 48 48 44 42 40 48 49 46 44 44 0 42 44 46 45 46 49 45 41 42 49 46 48 48 46 43 42 42 43 42 40 46 46 47 46 39 
25 44 45 45 45 45 48 44 44 45 40 42 45 42 47 50 52 43 42 44 46 50 48 51 44 42 0 47 46 47 47 50 41 40 44 45 45 49 49 43 44 41 46 47 46 41 46 49 48 47 42 
26 39 43 45 41 40 43 40 43 40 41 41 46 39 42 46 43 46 43 48 42 45 44 48 44 44 47 0 41 43 42 41 43 41 42 43 40 45 44 41 41 40 45 45 44 41 41 40 44 42 47 
27 41 44 41 44 40 40 42 41 44 48 44 43 42 39 46 44 44 42 51 40 42 42 44 46 46 46 41 0 42 39 40 46 45 43 39 41 42 41 47 44 47 46 46 45 44 39 39 41 40 46 
28 42 40 40 44 42 41 41 44 48 46 47 47 48 44 47 43 46 43 46 45 43 43 39 42 45 47 43 42 0 41 40 49 45 40 43 45 45 42 47 46 44 42 41 41 44 41 43 40 40 47 
29 41 47 41 44 40 39 41 42 45 45 45 45 43 44 47 40 47 42 47 42 41 44 43 45 46 47 42 39 41 0 39 51 45 42 40 42 41 40 49 45 44 45 45 44 45 38 44 40 43 45 
30 40 42 43 47 43 40 40 42 42 44 45 45 46 45 44 41 42 45 46 43 42 40 42 44 49 50 41 40 40 39 0 51 44 45 40 42 41 41 45 44 43 44 43 43 43 39 41 40 39 44 
31 44 47 47 44 46 49 49 47 45 41 40 42 42 47 44 49 45 44 43 49 51 49 49 47 45 41 43 46 49 51 51 0 42 46 45 44 50 50 41 41 42 49 49 48 43 47 45 49 52 45 
32 42 43 47 39 43 46 45 43 44 39 42 44 40 46 45 47 41 44 44 45 48 50 45 43 41 40 41 45 45 45 44 42 0 46 43 48 47 47 47 40 39 48 45 44 39 44 43 46 45 41 
33 41 39 40 41 45 43 39 43 44 43 45 46 42 44 46 44 39 41 43 45 45 42 41 40 42 44 42 43 40 42 45 46 46 0 42 48 44 44 45 43 42 41 41 44 41 42 43 46 46 41 
34 40 44 41 43 39 41 41 40 39 43 43 42 41 40 41 41 43 41 46 40 43 43 44 45 49 45 43 39 43 40 40 45 43 42 0 40 43 42 42 43 46 46 46 45 43 40 38 42 41 45 
35 41 46 43 44 45 43 43 39 39 43 42 40 41 41 39 42 44 42 46 43 48 45 46 47 46 45 40 41 45 42 42 44 48 48 40 0 45 44 45 42 42 47 47 47 48 45 43 44 43 49 
36 44 44 42 46 42 40 47 45 44 48 52 48 50 42 46 44 45 45 49 48 40 40 43 46 48 49 45 42 45 41 41 50 47 44 43 45 0 39 48 48 50 45 49 45 51 41 44 39 40 47 
37 44 45 42 47 46 43 44 44 43 48 47 47 49 41 49 39 46 49 49 44 39 41 44 47 48 49 44 41 42 40 41 50 47 44 42 44 39 0 47 47 46 46 46 46 47 41 43 40 40 47 
38 42 47 45 44 43 50 44 41 46 42 39 39 41 44 41 49 45 42 45 42 48 47 48 47 46 43 41 47 47 49 45 41 47 45 42 45 48 47 0 41 42 49 49 48 43 44 42 47 46 46 
39 42 45 44 41 43 46 42 46 43 38 40 42 43 45 44 46 42 44 42 44 52 47 46 48 43 44 41 44 46 45 44 41 40 43 43 42 48 47 41 0 43 46 46 46 40 44 43 47 45 43 
40 40 43 46 40 42 45 41 41 42 39 41 43 39 44 47 45 41 43 42 44 47 45 44 43 42 41 40 47 44 44 43 42 39 42 46 42 50 46 42 43 0 44 45 44 39 43 42 45 48 42 
41 44 40 42 43 44 46 46 47 47 46 48 49 45 47 49 47 42 44 45 48 47 47 44 40 42 46 45 46 42 45 44 49 48 41 46 47 45 46 49 46 44 0 42 38 44 49 46 45 44 42 
42 44 40 42 43 48 45 42 47 47 46 48 49 45 47 49 46 42 44 49 52 51 43 40 40 43 47 45 46 41 45 43 49 45 41 46 47 49 46 49 46 45 42 0 42 44 48 46 44 44 42 
43 43 39 42 42 44 45 46 46 46 45 51 49 44 46 48 46 41 47 44 51 47 47 40 40 42 46 44 45 41 44 43 48 44 44 45 47 45 46 48 46 44 38 42 0 43 44 49 48 44 45 
44 41 42 42 38 46 46 45 43 44 40 42 45 40 46 45 46 40 40 40 45 48 45 44 42 40 41 41 44 44 45 43 43 39 41 43 48 51 47 43 40 39 44 44 43 0 48 47 46 45 40 
45 40 43 40 47 39 44 41 41 40 44 48 44 42 40 43 40 43 42 46 42 42 41 43 45 46 46 41 39 41 38 39 47 44 42 40 45 41 41 44 44 43 49 48 44 48 0 40 44 39 45 
46 44 44 45 43 39 42 41 39 42 47 42 42 45 40 41 42 43 41 46 40 43 43 45 45 46 49 40 39 43 44 41 45 43 43 38 43 44 43 42 43 42 46 46 49 47 40 0 43 42 45 
47 42 43 41 45 41 39 42 44 43 47 47 51 45 46 49 40 44 44 48 44 44 39 42 45 47 48 44 41 40 40 40 49 46 46 42 44 39 40 47 47 45 45 44 48 46 44 43 0 39 46 
48 41 42 40 44 40 39 41 43 42 46 46 46 44 41 45 44 43 43 47 43 41 39 42 44 46 47 42 40 40 43 39 52 45 46 41 43 40 40 46 45 48 44 44 44 45 39 42 39 0 45 
49 43 41 42 44 44 46 42 45 46 42 45 47 42 51 47 47 39 42 45 47 52 45 43 40 39 42 47 46 47 45 44 45 41 41 45 49 47 47 46 43 42 42 42 45 40 45 45 46 45 0 

;param d[*,*]
: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49:=
0 0.0 0 0 0 0.27 0.98 0 0 1.41 0.9 2.45 1.13 0.74 2.07 0.45 3.42 0 1.01 0 0 1.41 3.42 1.85 1.21 0 3.11 0.1 0.99 1.48 0.3 0 2.28 1.36 1.05 0.39 1.69 4.18 4.05 2.45 0.86 1.32 2.22 4.56 1.21 0 0 0 0.43 1.88 0 
1 0 0.0 0.55 2.91 1.02 1.29 0.99 0 5.07 1.45 1.84 0 2.92 0 0 1.56 0 0 0.6 5.95 1.72 0 0 1.13 1.54 5.32 3.8 1.37 0.55 0 0.35 0.9 1.21 1.01 4.18 0.72 4.31 4.81 3.08 0.63 3.67 0.68 0.39 0.76 3.29 0.48 3.29 3.55 1.6 2.28 
2 0 0.55 0.0 0 1.13 0 0 2.54 0.43 2.09 0 2.65 1.54 0 1.56 1.02 1.11 0.3 0 1.33 1.97 0 2.03 1.54 2.03 0 0 1.88 0.39 0.63 0 1.96 0 0.62 0.74 2.82 0 0 5.19 0 0 0.98 2.26 0.35 1.02 1.32 0 0.66 0.22 0.43 
3 0 2.91 0 0.0 0 0 0 0 2.09 0.23 1.72 0.65 0.59 0 0 1.8 0.15 0.74 0.99 0.68 0 0 0 0.32 0 0 1.23 3.29 1.97 2.22 0 0.53 0.31 0.63 1.79 0.57 2.96 0 0 0 0 1.13 2.92 3.29 0.18 0 0.5 1.6 0 0 
4 0.27 1.02 1.13 0 0.0 0.3 0.2 1.41 0 1.85 0 0.52 1.69 0 1.66 0.33 1.48 0.59 3.86 0.35 2.73 0.86 3.67 0 0.63 0.67 1.04 0.94 1.98 1.04 0 4.05 0 0 0.66 0 0.43 0 2.92 2.73 1.29 4.69 0 2.03 0 0 0 0.78 0.86 1.29 
5 0.98 1.29 0 0 0.3 0.0 1.6 1.17 1.54 2.96 6.08 0.75 4.56 0.27 0.62 0 2.28 0 0 0 0.74 0.8 3.67 2.71 0.89 0 1.79 0 0.78 0.23 0.8 2.35 2.83 1.85 0.78 0 0.39 0 0 0 4.94 4.05 5.07 2.4 0 0 0 0 0.43 0 
6 0 0.99 0 0 0.2 1.6 0.0 0 0.94 0.98 4.05 0 0.66 0 3.48 0 0 0.17 0.53 1.25 0 0 0.37 2.79 0 0 0 0.37 0 1.23 0.74 0 0 0.49 0.7 0.45 0 2.03 1.33 0.43 0.27 0 3.29 0 0 0.66 0 1.54 1.17 1.29 
7 0 0 2.54 0 1.41 1.17 0 0.0 0.66 2.35 1.69 1.41 0 0.32 0 2.63 0 0.7 0 0 3.67 2.28 5.57 5.57 0 0 0 0.99 2.28 0.4 2.35 0 1.72 1.91 0 0.31 3.76 3.39 0.99 0 1.88 1.96 0.83 0.77 1.79 0.33 0 3.29 1.79 1.52 
8 1.41 5.07 0.43 2.09 0 1.54 0.94 0.66 0.0 1.25 0.42 0 0.78 0.2 0.51 0 0 0.37 0.78 0.43 0 0 2.65 5.95 0 2.59 0.86 0 0 0 2.07 0.65 3.11 1.29 0.43 0.31 0.58 0.5 0 2.73 0.98 1.99 3.08 2.83 0 0.92 0 2.82 2.35 0 
9 0.9 1.45 2.09 0.23 1.85 2.96 0.98 2.35 1.25 0.0 0.59 1.13 0.2 0 3.39 1.96 0.9 2.03 0.28 3.48 1.0 0.82 5.83 1.33 0 0.17 2.41 0 0 3.95 0 2.15 0.66 1.17 1.17 0 0.94 5.18 2.79 0.38 1.14 4.14 0.77 1.6 0.74 3.48 0 0 1.68 1.54 
10 2.45 1.84 0 1.72 0 6.08 4.05 1.69 0.42 0.59 0.0 0.25 1.9 0 0.9 2.9 0 0.9 1.97 3.55 3.57 3.26 6.84 5.95 2.46 1.42 0.33 0.58 6.33 3.86 3.76 0.51 2.79 3.67 0.45 0.82 0 5.08 0.89 1.39 0.3 3.45 3.51 0 0.43 0 0 1.99 0.75 0 
11 1.13 0 2.65 0.65 0.52 0.75 0 1.41 0 1.13 0.25 0.0 0.94 0.5 0.39 0 2.71 0.5 5.83 1.69 6.59 0.89 7.48 3.51 0 1.49 0 0.52 4.89 0.65 5.07 1.6 3.29 5.83 2.35 1.9 0.92 1.96 0.31 2.35 1.79 2.5 2.5 3.7 1.49 3.29 0.38 0 0.73 1.96 
12 0.74 2.92 1.54 0.59 1.69 4.56 0.66 0 0.78 0.2 1.9 0.94 0.0 0 1.66 3.58 0.78 0.43 3.29 1.06 0.8 3.67 0.65 0.55 1.79 2.79 0.43 2.45 0 3.8 0 0.98 0.51 0.38 1.11 0.78 0 0 1.17 0 0.08 3.86 3.95 4.69 0 0.98 0 4.94 0.53 0 
