set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
9 6 10 7550 8 43 43 22 5551 14 0 4 8 3 16 7994 22 26 3553 5 8216 17 14 10214 9 5 3 4219 14 12 15165 10 3775 1954 27 22 7 16 12213 4885 888 1998 39 11 11 3350 13360 11 12 19 6980 
10 23 13 9 7818 12 10658 7106 16 6 4 0 4 3331 14 6 21 12 6 14 6217 26 24 11991 10436 8882 10 5 16 11102 59 36 4 6143 35 12 6 13 48 1554 2443 4 25 25 12 15 13 10 14 11 12 
11 8 12 31 22 14 11 8 13 4 8 4 0 7 14 3 9 12285 7 12844 16 11546 21 13101 25 15 13 5 14 75 16 14443 12 39 10214 9027 3331 14 14 2 22 13 18 18 27 42 12638 10 18 18 56 
12 7 45 9027 17 6499 10051 19 4 9 3 3331 7 0 11 24 42 22 4 7259 12 15 56 16 13 8097 6143 4 9388 13 10832 9 7 5 17 26 9 13 12 8 2 2 59 61 13360 5 18 6 14082 13 8 
13 7944 15 10 17 7 7 12 9 5 16 14 14 11 0 7944 3972 14804 12 41 19 15 20 30 18 20 38 8305 2528 48 5 8 18415 17 16 6 7 19 29 25 16 12638 38 23 69 62 19 5 8 27 18 
14 7 12 29 12 39 10 8216 3 6 7994 6 3 24 7944 0 7328 51 9 14798 2 12 16971 12435 16 63 13 5 9 71 12 14 7994 45 9992 7222 8 10436 9 4 9 7 18 56 52 46 10471 6499 16 17 16 
15 7539 18 38 51 9 2 8 6217 5 22 21 9 42 3972 7328 0 15 12 34 5 2220 8 17 37 32 17 8376 4 13 4 6860 15 13681 26 7222 5773 4 2 10 43 14 18054 69 16609 52 4694 30 5416 5 57 
16 7 4 5026 5 35 10331 4 9 10 26 12 12285 22 14804 51 15 0 3909 26 11727 14 8935 8 4 4 31 6 12277 7 12 6701 46 19 9 10471 40 23 25 44 8 5 7 8 4747 4 42 22 12 8376 5 
17 2234 9 13 3350 11 9 6 8 6 3553 6 7 4 12 9 12 3909 0 7259 8 14 13 45 11 7259 6980 2 10 20 12 7 14 4 6 8 4885 14 11 5773 4 2 15 12277 11 4 9 26 24 11 23 
18 9 11 16 4467 14804 18 18 11 16 5 14 12844 7259 41 14798 34 26 7259 0 59 19545 20 13 7818 15 3 9 18 68 75 16248 6439 4 17 32 16 71 20 14 5 23 10889 12 11 3909 17332 18 82 23 5 
19 6 10436 25 23 9 7 14 3 6 8216 6217 16 12 19 2 5 11727 8 59 0 9 56 12 12 15356 26 9 5416 16 17 12 9 12 18 6 2 8 8 20 9 28 14 13 12 11448 9 5 51 43 16 
20 13 20 11554 19 10471 2665 12 8660 7 17 26 11546 15 15 12 2220 14 14 19545 9 0 32 16 20220 23 19545 11168 7944 45 13 10 32 16194 30 43 8 3 5 49 13 56 39 18 18054 20 9 22 6 9 16 
21 9749 8 7 11 16 4694 10 53 13 14 24 21 56 20 16971 8 8935 13 20 56 32 0 8 16 19 41 48 33 3 5 5 16 13 8666 9749 13721 5 6 19137 10880 16 12 12 10 14 8 42 4 6 14 
22 22 3 5777 9 10471 10471 9 9770 19 10214 11991 13101 16 30 12435 17 8 45 13 12 16 8 0 7583 11 14 13 12638 4 21 7583 28 45 7 52 13 13 49 14 13 53 5 8 8 12 21 17 35 8305 9 
23 14 17 18 6 12 32 7944 9770 10436 9 10436 25 13 18 16 37 4 11 7818 12 20220 16 7583 0 4 20 14 15887 12 14804 11554 11546 15 6 58 10880 21 23 23 8 12 16 20 7 25 14082 15165 14804 53 2792 
24 9 14 11915 5 17 30 8 13 15 5 8882 15 8097 20 63 32 4 7259 15 15356 23 19 11 4 0 7 19 17332 13721 22 14 11 6 8 16 13402 32 33 12844 12 27 9 34 28 4 32 15887 74 18 1954 
25 37 11727 17 5 18 18 11 11 47 3 10 13 6143 38 13 17 31 6980 3 26 19545 41 14 20 7 0 8 19 20 18415 17 8 4 20 14443 22 23 18149 10 3 5305 26 16 14 6 21 14 24 19137 7259 
26 2 10832 7 5584 3972 16 5 2 12 4219 5 5 4 8305 5 8376 6 2 9 9 11168 48 13 14 19 8 0 8 10832 32 7222 9 6 16 4 12 13 40 18 15 3071 19 30 12999 5584 6499 7 11554 18 8 
27 23 16 7222 12638 3611 6 10 23 4 14 16 14 9388 2528 9 4 12277 10 18 5416 7944 33 12638 15887 17332 19 8 0 9388 2889 6 17332 17 13 2528 12 8666 6860 12 52 10 18 18 19 26 2166 6 6860 20 31 
28 8666 6 14 8935 7583 29 8 53 13 12 11102 75 13 48 71 13 7 20 68 16 45 3 4 12 13721 20 10832 9388 0 27 9 13323 12 7 11 56 7 10 23 12 14 9 8 9 9493 29 10832 11 19 9 
29 7 11 23 12999 3972 9 7222 11 7 15165 59 16 10832 5 12 4 12 12 75 17 13 5 21 14804 22 18415 32 2889 27 0 13 19 29 10 20 8666 6 5 14 16 23 59 17 52 15 1444 6 16 2 59 
30 6 8 3 8 3 4694 4333 9027 7944 10 36 14443 9 8 14 6860 6701 7 16248 12 10 5 7583 11554 14 17 7222 6 9 13 0 11 38 6 22 38 27 14 29 32 11 13 22 11 35 4 7 9 10 12 
31 16 13 14 18 15526 17 9 7 10 3775 4 12 7 18415 7994 15 46 14 6439 9 32 16 28 11546 11 8 9 17332 13323 19 11 0 13 42 16 31 19 17 16 4 5773 27 18 52 10 22 16 56 13 13 
32 12 11 8 9 12 51 6 31 9214 1954 6143 39 5 17 45 13681 19 4 4 12 16194 13 45 15 6 4 6 17 12 29 38 13 0 7 22 9 16 18 8 2792 9 10 14 9493 3 16 11193 13123 11448 6 
33 6138 2889 3611 18 7 10832 2889 28 15 27 35 10214 17 16 9992 26 9 6 17 18 30 8666 7 6 8 20 16 13 7 10 6 42 7 0 10 8 11915 12999 10 14 7583 6499 6499 5 6 35 11 10 8 5 
34 7 11915 14 42 2528 14 13 4 10 22 12 9027 26 6 7222 7222 10471 8 32 6 43 9749 52 58 16 14443 4 2528 11 20 22 16 22 10 0 5 14 10 38 40 8 32 62 56 22 7 3 9027 27 13721 
35 3997 11 10832 19 6 7 7 4 4 7 6 3331 9 7 8 5773 40 4885 16 2 8 13721 13 10880 13402 22 12 12 56 8666 38 31 9 8 5 0 36 16 4 5773 22 48 15 10880 9 7 3 16 21 12 
36 9214 12277 11 13402 12 9 9 8882 10 16 13 14 13 19 10436 4 23 14 71 8 3 5 13 21 32 23 13 8666 7 6 27 19 16 11915 14 36 0 2 12435 49 13 19 14 56 14 7222 13 2166 4333 13960 
37 8935 13721 12 17 9 2 9214 7994 8 12213 48 14 12 29 9 2 25 11 20 8 5 6 49 23 33 18149 40 6860 10 5 14 17 18 12999 10 16 2 0 11546 15 26 22 18 18 57 26 40 4 4694 14798 
38 23 22 14804 12 11193 10 9 7 5 4885 1554 2 8 25 4 10 44 5773 14 20 49 19137 14 23 12844 10 18 12 23 14 29 16 8 10 38 4 12435 11546 0 5 5107 15 13545 12435 35 12999 11 37 18 12285 
39 6 9 8 5 10471 12 12 5 6439 888 2443 22 2 16 9 43 8 4 5 9 13 10880 13 8 12 3 15 52 12 16 32 4 2792 14 40 5773 49 15 5 0 2 20 10658 11 17 12999 12 12 9326 9 
40 16 10471 9 3 30 10889 9 4441 11 1998 4 13 2 12638 7 14 5 2 23 28 56 16 53 12 27 5305 3071 10 14 23 11 5773 9 7583 8 22 13 26 5107 2 0 13360 18 25 3 40 7944 58 12 5863 
41 26 8 11 10 13360 62 10 14 14 39 25 18 59 38 18 18054 7 15 10889 14 39 12 5 16 9 26 19 18 9 59 13 27 10 6499 32 48 19 22 15 20 13360 0 1 2 18 14 18 13721 52 7 
42 12999 5 35 35 13 14443 9388 12 22 11 25 18 61 23 56 69 8 12277 12 13 18 12 8 20 34 16 30 18 8 17 22 18 14 6499 62 15 14 18 13545 10658 18 1 0 2 11 14 16248 25 11915 6701 
43 14 2166 8 7259 24 28 8 11 20 11 12 27 13360 69 52 16609 4747 11 11 12 18054 10 8 7 28 14 12999 19 9 52 11 52 9493 5 56 10880 56 18 12435 11 25 2 2 0 10 12638 15 12 11554 5 
44 6 7259 29 838 10 15 5 8097 12 3350 15 42 5 62 46 52 4 4 3909 11448 20 14 12 25 4 6 5584 26 9493 15 35 10 3 6 22 9 14 57 35 17 3 18 11 10 0 12 11 24 13 3630 
45 6 12 5055 12 3 4 12 9 22 13360 13 12638 18 19 10471 4694 42 9 17332 9 9 8 21 14082 32 21 6499 2166 29 1444 4 22 16 35 7 7 7222 26 12999 12999 40 14 14 12638 12 0 17 5 4 13721 
46 4 51 8 14 4 9 8 3 2 11 10 10 6 5 6499 30 22 26 18 5 22 42 17 15165 15887 14 7 6 10832 6 7 16 11193 11 3 3 13 40 11 12 7944 18 16248 15 11 17 0 9749 30 56 
47 10 10110 25 46 14 3 9027 12638 10832 12 14 18 14082 8 16 5416 12 24 82 51 6 4 35 14804 74 24 11554 6860 11 16 9 56 13123 10 9027 16 2166 4 37 12 58 13721 25 12 24 5 9749 0 2 12285 
48 29 19 9 13 20 2528 6860 42 9027 19 11 18 13 27 17 5 8376 11 23 43 9 6 8305 53 18 19137 18 20 19 2 10 13 11448 8 27 21 4333 4694 18 9326 12 52 11915 11554 13 4 30 2 0 22 
49 9 5026 15 3 24 16 5863 44 13 6980 12 56 8 18 16 57 5 23 5 16 16 14 9 2792 1954 7259 8 31 9 59 12 13 6 5 13721 12 13960 14798 12285 9 5863 7 6701 5 3630 13721 56 12285 22 0 

;param cto[*,*]
: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49:=
0 0 46 44 45 39 42 43 44 40 42 42 43 40 42 43 43 41 39 48 42 44 43 43 43 48 44 39 41 42 41 40 44 42 41 40 41 44 44 42 42 40 44 44 43 41 40 44 42 41 43 
1 46 0 40 42 42 44 41 49 45 44 46 51 43 49 51 45 44 46 44 46 46 46 43 40 42 45 43 44 40 47 42 47 43 39 44 46 44 45 47 45 43 40 40 39 42 43 44 43 42 41 
2 44 40 0 46 40 41 43 43 42 44 49 46 42 46 45 42 41 41 45 44 44 40 41 42 44 45 45 41 40 41 43 47 47 40 41 43 42 42 45 44 46 42 42 42 42 40 45 41 40 42 
3 45 42 46 0 42 49 41 47 44 40 43 45 40 45 49 46 39 40 41 45 47 49 47 41 40 45 41 44 44 44 47 44 39 41 43 44 46 47 44 41 40 43 43 42 38 47 43 45 44 44 
4 39 42 40 42 0 41 40 40 40 43 43 43 41 41 43 41 42 40 45 42 43 42 43 48 45 45 40 40 42 40 43 46 43 45 39 45 42 46 43 43 42 44 48 44 46 39 39 41 40 44 
5 42 44 41 49 41 0 42 43 42 46 46 46 44 41 44 39 44 47 48 43 40 40 43 46 47 48 43 40 41 39 40 49 46 43 41 43 40 43 50 46 45 46 45 45 46 44 42 39 39 46 
6 43 41 43 41 40 42 0 42 42 42 44 48 41 43 44 47 40 40 44 44 45 42 42 42 43 44 40 42 41 41 40 49 45 39 41 43 47 44 44 42 41 46 42 46 45 41 41 42 41 42 
7 44 49 43 47 40 43 42 0 39 42 41 40 40 41 40 43 47 41 49 44 45 44 46 46 46 44 43 41 44 42 42 47 43 43 40 39 45 44 41 46 41 47 47 46 43 41 39 44 43 45 
8 40 45 42 44 40 42 42 39 0 44 42 45 41 40 40 46 48 42 46 39 47 44 46 46 46 45 40 44 48 45 42 45 44 44 39 39 44 43 46 43 42 47 47 46 44 40 42 43 42 46 
9 42 44 44 40 43 46 42 42 44 0 40 43 40 49 44 47 42 41 41 44 49 47 46 44 46 40 41 48 46 45 44 41 39 43 43 43 48 48 42 38 39 46 46 45 40 44 47 47 46 42 
10 42 46 49 43 43 46 44 41 42 40 0 40 40 48 42 46 44 42 44 43 48 47 47 46 45 42 41 44 47 45 45 40 42 45 43 42 52 47 39 40 41 48 48 51 42 48 42 47 46 45 
11 43 51 46 45 43 46 48 40 45 43 40 0 42 43 40 49 46 43 46 41 47 47 48 48 51 45 46 43 47 45 45 42 44 46 42 40 48 47 39 42 43 49 49 49 45 44 42 51 46 47 
12 40 43 42 40 41 44 41 40 41 40 40 42 0 47 43 45 41 39 42 43 46 45 45 44 43 42 39 42 48 43 46 42 40 42 41 41 50 49 41 43 39 45 45 44 40 42 45 45 44 42 
13 42 49 46 45 41 41 43 41 40 49 48 43 47 0 42 40 45 43 48 40 42 43 45 51 51 47 42 39 44 44 45 47 46 44 40 41 42 41 44 45 44 47 47 46 46 40 40 46 41 51 
14 43 51 45 49 43 44 44 40 40 44 42 40 43 42 0 44 46 43 47 43 46 46 48 48 48 50 46 46 47 47 44 44 45 46 41 39 46 49 41 44 47 49 49 48 45 43 41 49 45 47 
15 43 45 42 46 41 39 47 43 46 47 46 49 45 40 44 0 45 44 49 46 40 42 44 47 48 52 43 44 43 40 41 49 47 44 41 42 44 39 49 46 45 47 46 46 46 40 42 40 44 47 
16 41 44 41 39 42 44 40 47 48 42 44 46 41 45 46 45 0 40 42 45 51 44 42 40 44 43 46 44 46 47 42 45 41 39 43 44 45 46 45 42 41 42 42 41 40 43 43 44 43 39 
17 39 46 41 40 40 47 40 41 42 41 42 43 39 43 43 44 40 0 42 43 46 44 43 43 42 42 43 42 43 42 45 44 44 41 41 42 45 49 42 44 43 44 44 47 40 42 41 44 43 42 
18 48 44 45 41 45 48 44 49 46 41 44 46 42 48 47 49 42 42 0 47 50 51 50 43 40 44 48 51 46 47 46 43 44 43 46 46 49 49 45 42 42 45 49 44 40 46 46 48 47 45 
19 42 46 44 45 42 43 44 44 39 44 43 41 43 40 43 46 45 43 47 0 44 45 47 51 48 46 42 40 45 42 43 49 45 45 40 43 48 44 42 44 44 48 52 51 45 42 40 44 43 47 
20 44 46 44 47 43 40 45 45 47 49 48 47 46 42 46 40 51 46 50 44 0 42 45 48 49 50 45 42 43 41 42 51 48 45 43 48 40 39 48 52 47 47 51 47 48 42 43 44 41 52 
21 43 46 40 49 42 40 42 44 44 47 47 47 45 43 46 42 44 44 51 45 42 0 41 44 46 48 44 42 43 44 40 49 50 42 43 45 40 41 47 47 45 47 43 47 45 41 43 39 39 45 
22 43 43 41 47 43 43 42 46 46 46 47 48 45 45 48 44 42 43 50 47 45 41 0 42 44 51 48 44 39 43 42 49 45 41 44 46 43 44 48 46 44 44 40 40 44 43 45 42 42 43 
23 43 40 42 41 48 46 42 46 46 44 46 48 44 51 48 47 40 43 43 51 48 44 42 0 44 44 44 46 42 45 44 47 43 40 45 47 46 47 47 48 43 40 40 40 42 45 45 45 44 40 
24 48 42 44 40 45 47 43 46 46 46 45 51 43 51 48 48 44 42 40 48 49 46 44 44 0 42 44 46 45 46 49 45 41 42 49 46 48 48 46 43 42 42 43 42 40 46 46 47 46 39 
25 44 45 45 45 45 48 44 44 45 40 42 45 42 47 50 52 43 42 44 46 50 48 51 44 42 0 47 46 47 47 50 41 40 44 45 45 49 49 43 44 41 46 47 46 41 46 49 48 47 42 
26 39 43 45 41 40 43 40 43 40 41 41 46 39 42 46 43 46 43 48 42 45 44 48 44 44 47 0 41 43 42 41 43 41 42 43 40 45 44 41 41 40 45 45 44 41 41 40 44 42 47 
27 41 44 41 44 40 40 42 41 44 48 44 43 42 39 46 44 44 42 51 40 42 42 44 46 46 46 41 0 42 39 40 46 45 43 39 41 42 41 47 44 47 46 46 45 44 39 39 41 40 46 
28 42 40 40 44 42 41 41 44 48 46 47 47 48 44 47 43 46 43 46 45 43 43 39 42 45 47 43 42 0 41 40 49 45 40 43 45 45 42 47 46 44 42 41 41 44 41 43 40 40 47 
29 41 47 41 44 40 39 41 42 45 45 45 45 43 44 47 40 47 42 47 42 41 44 43 45 46 47 42 39 41 0 39 51 45 42 40 42 41 40 49 45 44 45 45 44 45 38 44 40 43 45 
30 40 42 43 47 43 40 40 42 42 44 45 45 46 45 44 41 42 45 46 43 42 40 42 44 49 50 41 40 40 39 0 51 44 45 40 42 41 41 45 44 43 44 43 43 43 39 41 40 39 44 
31 44 47 47 44 46 49 49 47 45 41 40 42 42 47 44 49 45 44 43 49 51 49 49 47 45 41 43 46 49 51 51 0 42 46 45 44 50 50 41 41 42 49 49 48 43 47 45 49 52 45 
32 42 43 47 39 43 46 45 43 44 39 42 44 40 46 45 47 41 44 44 45 48 50 45 43 41 40 41 45 45 45 44 42 0 46 43 48 47 47 47 40 39 48 45 44 39 44 43 46 45 41 
33 41 39 40 41 45 43 39 43 44 43 45 46 42 44 46 44 39 41 43 45 45 42 41 40 42 44 42 43 40 42 45 46 46 0 42 48 44 44 45 43 42 41 41 44 41 42 43 46 46 41 
34 40 44 41 43 39 41 41 40 39 43 43 42 41 40 41 41 43 41 46 40 43 43 44 45 49 45 43 39 43 40 40 45 43 42 0 40 43 42 42 43 46 46 46 45 43 40 38 42 41 45 
35 41 46 43 44 45 43 43 39 39 43 42 40 41 41 39 42 44 42 46 43 48 45 46 47 46 45 40 41 45 42 42 44 48 48 40 0 45 44 45 42 42 47 47 47 48 45 43 44 43 49 
36 44 44 42 46 42 40 47 45 44 48 52 48 50 42 46 44 45 45 49 48 40 40 43 46 48 49 45 42 45 41 41 50 47 44 43 45 0 39 48 48 50 45 49 45 51 41 44 39 40 47 
37 44 45 42 47 46 43 44 44 43 48 47 47 49 41 49 39 46 49 49 44 39 41 44 47 48 49 44 41 42 40 41 50 47 44 42 44 39 0 47 47 46 46 46 46 47 41 43 40 40 47 
38 42 47 45 44 43 50 44 41 46 42 39 39 41 44 41 49 45 42 45 42 48 47 48 47 46 43 41 47 47 49 45 41 47 45 42 45 48 47 0 41 42 49 49 48 43 44 42 47 46 46 
39 42 45 44 41 43 46 42 46 43 38 40 42 43 45 44 46 42 44 42 44 52 47 46 48 43 44 41 44 46 45 44 41 40 43 43 42 48 47 41 0 43 46 46 46 40 44 43 47 45 43 
40 40 43 46 40 42 45 41 41 42 39 41 43 39 44 47 45 41 43 42 44 47 45 44 43 42 41 40 47 44 44 43 42 39 42 46 42 50 46 42 43 0 44 45 44 39 43 42 45 48 42 
41 44 40 42 43 44 46 46 47 47 46 48 49 45 47 49 47 42 44 45 48 47 47 44 40 42 46 45 46 42 45 44 49 48 41 46 47 45 46 49 46 44 0 42 38 44 49 46 45 44 42 
42 44 40 42 43 48 45 42 47 47 46 48 49 45 47 49 46 42 44 49 52 51 43 40 40 43 47 45 46 41 45 43 49 45 41 46 47 49 46 49 46 45 42 0 42 44 48 46 44 44 42 
43 43 39 42 42 44 45 46 46 46 45 51 49 44 46 48 46 41 47 44 51 47 47 40 40 42 46 44 45 41 44 43 48 44 44 45 47 45 46 48 46 44 38 42 0 43 44 49 48 44 45 
44 41 42 42 38 46 46 45 43 44 40 42 45 40 46 45 46 40 40 40 45 48 45 44 42 40 41 41 44 44 45 43 43 39 41 43 48 51 47 43 40 39 44 44 43 0 48 47 46 45 40 
45 40 43 40 47 39 44 41 41 40 44 48 44 42 40 43 40 43 42 46 42 42 41 43 45 46 46 41 39 41 38 39 47 44 42 40 45 41 41 44 44 43 49 48 44 48 0 40 44 39 45 
46 44 44 45 43 39 42 41 39 42 47 42 42 45 40 41 42 43 41 46 40 43 43 45 45 46 49 40 39 43 44 41 45 43 43 38 43 44 43 42 43 42 46 46 49 47 40 0 43 42 45 
47 42 43 41 45 41 39 42 44 43 47 47 51 45 46 49 40 44 44 48 44 44 39 42 45 47 48 44 41 40 40 40 49 46 46 42 44 39 40 47 47 45 45 44 48 46 44 43 0 39 46 
48 41 42 40 44 40 39 41 43 42 46 46 46 44 41 45 44 43 43 47 43 41 39 42 44 46 47 42 40 40 43 39 52 45 46 41 43 40 40 46 45 48 44 44 44 45 39 42 39 0 45 
49 43 41 42 44 44 46 42 45 46 42 45 47 42 51 47 47 39 42 45 47 52 45 43 40 39 42 47 46 47 45 44 45 41 41 45 49 47 47 46 43 42 42 42 45 40 45 45 46 45 0 

;param d[*,*]
: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49:=
0 0.0 0 0 0 0.43 0.42 0 0 0.92 0 1.02 0 0.47 2.79 0 2.54 0.32 0.75 0 0 0.6 3.42 1.85 1.21 0 2.03 0 1.51 3.04 0.3 0.55 0.62 0.86 2.15 0.62 1.11 3.11 3.01 1.02 0 0.86 2.22 4.56 1.21 0 0.23 0 0.43 1.88 0 
1 0 0.0 0.55 2.16 1.02 1.29 0.99 0 2.46 0 0 0 2.92 0 0 1.56 0 0 0 2.9 1.72 0 0 1.13 0.98 3.95 3.8 1.37 0.55 0 0.35 0 0.52 1.01 4.18 0 4.31 4.81 0.83 0 3.67 0.68 0.39 0.76 2.45 0.48 3.29 3.55 1.6 1.69 
2 0 0.55 0.0 0 1.52 0.32 0 3.42 1.02 2.09 0 2.65 3.17 0 2.46 2.45 1.69 1.11 0.67 2.09 4.05 0.59 2.03 1.54 4.18 0.7 0 2.53 0.94 1.51 0 0 0 1.27 1.17 3.8 0.94 1.02 5.19 0 0 0.98 2.26 0.35 1.6 1.77 0 1.6 0.8 1.02 
3 0 2.16 0 0.0 0.43 0 0.27 0 3.2 0.55 2.63 1.52 0.92 0.7 0 2.83 0.35 1.13 1.51 1.6 0.9 0 0 0 0.23 0 1.88 4.43 3.01 4.56 0 1.25 0.49 0.99 2.73 1.33 4.52 0.82 0.55 0 0 0.48 1.91 2.45 0.28 0 1.17 2.53 0.6 0 
4 0.43 1.02 1.52 0.43 0.0 0.7 0.47 1.9 0.23 2.82 0.52 1.21 2.28 0.28 2.54 0.78 2.26 0.92 5.19 0.82 3.67 1.36 3.67 0 1.49 1.56 1.39 1.27 2.66 1.39 0 5.45 0.48 0 0.89 0 1.02 0 3.93 3.67 1.98 4.69 0 2.03 0 0.12 0.15 1.23 1.32 2.03 
5 0.42 1.29 0.32 0 0.7 0.0 2.45 0.5 0.98 1.88 2.96 0 3.39 0.63 0 0 3.48 0 0 0 0.74 1.65 3.67 2.71 2.07 0 1.13 0.23 1.88 0.56 1.65 0 2.83 3.8 1.23 0 0.39 0 0 0 3.67 4.05 5.07 2.4 0.73 0 0.37 0.12 0.89 0.77 
6 0 0.99 0 0.27 0.47 2.45 0.0 0 0.4 0.98 1.97 0 1.05 0.48 2.28 0 0.2 0.39 1.25 0.53 0 0.9 0.37 2.79 0 0 0.23 0.86 0.7 2.53 1.52 0 0 1.01 1.11 0 0 3.11 0 0.43 0.63 0 3.29 0 0 1.05 0.32 3.17 2.41 1.98 
7 0 0 3.42 0 1.9 0.5 0 0.0 0.43 1.54 0.7 0.59 0 0.74 0 1.72 0 0.3 0 0 2.4 3.48 2.71 2.71 0 0 0 1.51 3.48 0.94 3.17 0 1.72 1.21 0.17 0.2 2.46 2.22 0.27 0 1.23 0 0 0 2.73 0.78 0.13 4.43 2.73 2.4 
8 0.92 2.46 1.02 3.2 0.23 0.98 0.4 0.43 0.0 0.53 0 0 0.33 0.47 0.22 0 0 0 0.78 0.27 0 0.55 0.72 2.9 0 2.59 0.55 0 0 0 2.79 0 3.11 0.55 0.66 0.2 0 0 0 1.79 0.42 0 0.83 0.77 0.57 1.41 0 3.8 3.17 0 
9 0 0 2.09 0.55 2.82 1.88 0.98 1.54 0.53 0.0 0 0 0 0 2.22 0.83 1.42 0.99 0 2.28 0 0 2.83 0 0 0 1.17 0 0 5.32 0 1.05 0.66 1.17 1.85 0 0 3.39 1.36 0.25 0.55 1.72 0 0 1.13 4.69 0 0 0.72 2.35 
10 1.02 0 0 2.63 0.52 2.96 1.97 0.7 0 0 0.0 0 0.92 0 0 0.78 0.58 0 0.53 1.72 0.97 0.89 3.33 2.9 2.46 0.38 0 1.37 3.08 3.86 1.56 0 2.07 1.52 1.06 0 0 2.11 0.43 0.68 0 0.94 0.95 0 1.02 0 0.43 0 0 0 
11 0 0 2.65 1.52 1.21 0 0 0.59 0 0 0 0.0 0 1.17 0 0 4.14 0 4.33 0.7 3.2 0.89 3.63 0.95 0 0.63 0 1.21 4.89 0.65 5.07 0.43 2.16 2.83 3.17 0.92 0 0 0 0.98 0.48 0 0 1.0 2.34 4.43 0.9 0 0.73 3.08 
12 0.47 2.92 3.17 0.92 2.28 3.39 1.05 0 0.33 0 0.92 0 0.0 0 1.06 2.34 1.23 0.27 2.45 0.45 0 3.67 0.65 0.55 2.73 2.07 0.27 3.29 0 3.8 0 0 0.22 1.42 1.69 0.33 0 0 0.32 0 0 3.86 3.95 4.69 0.23 1.54 0 4.94 0.53 0 
