set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
6 43 41 43 41 40 42 0 42 42 42 44 48 41 43 44 47 40 40 44 44 45 42 42 42 43 44 40 42 41 41 40 49 45 39 41 43 47 44 44 42 41 46 42 46 45 41 41 42 41 42 
7 44 49 43 47 40 43 42 0 39 42 41 40 40 41 40 43 47 41 49 44 45 44 46 46 46 44 43 41 44 42 42 47 43 43 40 39 45 44 41 46 41 47 47 46 43 41 39 44 43 45 
8 40 45 42 44 40 42 42 39 0 44 42 45 41 40 40 46 48 42 46 39 47 44 46 46 46 45 40 44 48 45 42 45 44 44 39 39 44 43 46 43 42 47 47 46 44 40 42 43 42 46 
9 42 44 44 40 43 46 42 42 44 0 40 43 40 49 44 47 42 41 41 44 49 47 46 44 46 40 41 48 46 45 44 41 39 43 43 43 48 48 42 38 39 46 46 45 40 44 47 47 46 42 
10 42 46 49 43 43 46 44 41 42 40 0 40 40 48 42 46 44 42 44 43 48 47 47 46 45 42 41 44 47 45 45 40 42 45 43 42 52 47 39 40 41 48 48 51 42 48 42 47 46 45 
11 43 51 46 45 43 46 48 40 45 43 40 0 42 43 40 49 46 43 46 41 47 47 48 48 51 45 46 43 47 45 45 42 44 46 42 40 48 47 39 42 43 49 49 49 45 44 42 51 46 47 
12 40 43 42 40 41 44 41 40 41 40 40 42 0 47 43 45 41 39 42 43 46 45 45 44 43 42 39 42 48 43 46 42 40 42 41 41 50 49 41 43 39 45 45 44 40 42 45 45 44 42 
13 42 49 46 45 41 41 43 41 40 49 48 43 47 0 42 40 45 43 48 40 42 43 45 51 51 47 42 39 44 44 45 47 46 44 40 41 42 41 44 45 44 47 47 46 46 40 40 46 41 51 
14 43 51 45 49 43 44 44 40 40 44 42 40 43 42 0 44 46 43 47 43 46 46 48 48 48 50 46 46 47 47 44 44 45 46 41 39 46 49 41 44 47 49 49 48 45 43 41 49 45 47 
15 43 45 42 46 41 39 47 43 46 47 46 49 45 40 44 0 45 44 49 46 40 42 44 47 48 52 43 44 43 40 41 49 47 44 41 42 44 39 49 46 45 47 46 46 46 40 42 40 44 47 
16 41 44 41 39 42 44 40 47 48 42 44 46 41 45 46 45 0 40 42 45 51 44 42 40 44 43 46 44 46 47 42 45 41 39 43 44 45 46 45 42 41 42 42 41 40 43 43 44 43 39 
17 39 46 41 40 40 47 40 41 42 41 42 43 39 43 43 44 40 0 42 43 46 44 43 43 42 42 43 42 43 42 45 44 44 41 41 42 45 49 42 44 43 44 44 47 40 42 41 44 43 42 
18 48 44 45 41 45 48 44 49 46 41 44 46 42 48 47 49 42 42 0 47 50 51 50 43 40 44 48 51 46 47 46 43 44 43 46 46 49 49 45 42 42 45 49 44 40 46 46 48 47 45 
19 42 46 44 45 42 43 44 44 39 44 43 41 43 40 43 46 45 43 47 0 44 45 47 51 48 46 42 40 45 42 43 49 45 45 40 43 48 44 42 44 44 48 52 51 45 42 40 44 43 47 
20 44 46 44 47 43 40 45 45 47 49 48 47 46 42 46 40 51 46 50 44 0 42 45 48 49 50 45 42 43 41 42 51 48 45 43 48 40 39 48 52 47 47 51 47 48 42 43 44 41 52 
21 43 46 40 49 42 40 42 44 44 47 47 47 45 43 46 42 44 44 51 45 42 0 41 44 46 48 44 42 43 44 40 49 50 42 43 45 40 41 47 47 45 47 43 47 45 41 43 39 39 45 
22 43 43 41 47 43 43 42 46 46 46 47 48 45 45 48 44 42 43 50 47 45 41 0 42 44 51 48 44 39 43 42 49 45 41 44 46 43 44 48 46 44 44 40 40 44 43 45 42 42 43 
23 43 40 42 41 48 46 42 46 46 44 46 48 44 51 48 47 40 43 43 51 48 44 42 0 44 44 44 46 42 45 44 47 43 40 45 47 46 47 47 48 43 40 40 40 42 45 45 45 44 40 
24 48 42 44 40 45 47 43 46 46 46 45 51 43 51 48 48 44 42 40 48 49 46 44 44 0 42 44 46 45 46 49 45 41 42 49 46 48 48 46 43 42 42 43 42 40 46 46 47 46 39 
25 44 45 45 45 45 48 44 44 45 40 42 45 42 47 50 52 43 42 44 46 50 48 51 44 42 0 47 46 47 47 50 41 40 44 45 45 49 49 43 44 41 46 47 46 41 46 49 48 47 42 
26 39 43 45 41 40 43 40 43 40 41 41 46 39 42 46 43 46 43 48 42 45 44 48 44 44 47 0 41 43 42 41 43 41 42 43 40 45 44 41 41 40 45 45 44 41 41 40 44 42 47 
27 41 44 41 44 40 40 42 41 44 48 44 43 42 39 46 44 44 42 51 40 42 42 44 46 46 46 41 0 42 39 40 46 45 43 39 41 42 41 47 44 47 46 46 45 44 39 39 41 40 46 
28 42 40 40 44 42 41 41 44 48 46 47 47 48 44 47 43 46 43 46 45 43 43 39 42 45 47 43 42 0 41 40 49 45 40 43 45 45 42 47 46 44 42 41 41 44 41 43 40 40 47 
29 41 47 41 44 40 39 41 42 45 45 45 45 43 44 47 40 47 42 47 42 41 44 43 45 46 47 42 39 41 0 39 51 45 42 40 42 41 40 49 45 44 45 45 44 45 38 44 40 43 45 
30 40 42 43 47 43 40 40 42 42 44 45 45 46 45 44 41 42 45 46 43 42 40 42 44 49 50 41 40 40 39 0 51 44 45 40 42 41 41 45 44 43 44 43 43 43 39 41 40 39 44 
31 44 47 47 44 46 49 49 47 45 41 40 42 42 47 44 49 45 44 43 49 51 49 49 47 45 41 43 46 49 51 51 0 42 46 45 44 50 50 41 41 42 49 49 48 43 47 45 49 52 45 
32 42 43 47 39 43 46 45 43 44 39 42 44 40 46 45 47 41 44 44 45 48 50 45 43 41 40 41 45 45 45 44 42 0 46 43 48 47 47 47 40 39 48 45 44 39 44 43 46 45 41 
33 41 39 40 41 45 43 39 43 44 43 45 46 42 44 46 44 39 41 43 45 45 42 41 40 42 44 42 43 40 42 45 46 46 0 42 48 44 44 45 43 42 41 41 44 41 42 43 46 46 41 
34 40 44 41 43 39 41 41 40 39 43 43 42 41 40 41 41 43 41 46 40 43 43 44 45 49 45 43 39 43 40 40 45 43 42 0 40 43 42 42 43 46 46 46 45 43 40 38 42 41 45 
35 41 46 43 44 45 43 43 39 39 43 42 40 41 41 39 42 44 42 46 43 48 45 46 47 46 45 40 41 45 42 42 44 48 48 40 0 45 44 45 42 42 47 47 47 48 45 43 44 43 49 
36 44 44 42 46 42 40 47 45 44 48 52 48 50 42 46 44 45 45 49 48 40 40 43 46 48 49 45 42 45 41 41 50 47 44 43 45 0 39 48 48 50 45 49 45 51 41 44 39 40 47 
37 44 45 42 47 46 43 44 44 43 48 47 47 49 41 49 39 46 49 49 44 39 41 44 47 48 49 44 41 42 40 41 50 47 44 42 44 39 0 47 47 46 46 46 46 47 41 43 40 40 47 
38 42 47 45 44 43 50 44 41 46 42 39 39 41 44 41 49 45 42 45 42 48 47 48 47 46 43 41 47 47 49 45 41 47 45 42 45 48 47 0 41 42 49 49 48 43 44 42 47 46 46 
39 42 45 44 41 43 46 42 46 43 38 40 42 43 45 44 46 42 44 42 44 52 47 46 48 43 44 41 44 46 45 44 41 40 43 43 42 48 47 41 0 43 46 46 46 40 44 43 47 45 43 
40 40 43 46 40 42 45 41 41 42 39 41 43 39 44 47 45 41 43 42 44 47 45 44 43 42 41 40 47 44 44 43 42 39 42 46 42 50 46 42 43 0 44 45 44 39 43 42 45 48 42 
41 44 40 42 43 44 46 46 47 47 46 48 49 45 47 49 47 42 44 45 48 47 47 44 40 42 46 45 46 42 45 44 49 48 41 46 47 45 46 49 46 44 0 42 38 44 49 46 45 44 42 
42 44 40 42 43 48 45 42 47 47 46 48 49 45 47 49 46 42 44 49 52 51 43 40 40 43 47 45 46 41 45 43 49 45 41 46 47 49 46 49 46 45 42 0 42 44 48 46 44 44 42 
43 43 39 42 42 44 45 46 46 46 45 51 49 44 46 48 46 41 47 44 51 47 47 40 40 42 46 44 45 41 44 43 48 44 44 45 47 45 46 48 46 44 38 42 0 43 44 49 48 44 45 
44 41 42 42 38 46 46 45 43 44 40 42 45 40 46 45 46 40 40 40 45 48 45 44 42 40 41 41 44 44 45 43 43 39 41 43 48 51 47 43 40 39 44 44 43 0 48 47 46 45 40 
45 40 43 40 47 39 44 41 41 40 44 48 44 42 40 43 40 43 42 46 42 42 41 43 45 46 46 41 39 41 38 39 47 44 42 40 45 41 41 44 44 43 49 48 44 48 0 40 44 39 45 
46 44 44 45 43 39 42 41 39 42 47 42 42 45 40 41 42 43 41 46 40 43 43 45 45 46 49 40 39 43 44 41 45 43 43 38 43 44 43 42 43 42 46 46 49 47 40 0 43 42 45 
47 42 43 41 45 41 39 42 44 43 47 47 51 45 46 49 40 44 44 48 44 44 39 42 45 47 48 44 41 40 40 40 49 46 46 42 44 39 40 47 47 45 45 44 48 46 44 43 0 39 46 
48 41 42 40 44 40 39 41 43 42 46 46 46 44 41 45 44 43 43 47 43 41 39 42 44 46 47 42 40 40 43 39 52 45 46 41 43 40 40 46 45 48 44 44 44 45 39 42 39 0 45 
49 43 41 42 44 44 46 42 45 46 42 45 47 42 51 47 47 39 42 45 47 52 45 43 40 39 42 47 46 47 45 44 45 41 41 45 49 47 47 46 43 42 42 42 45 40 45 45 46 45 0 

;param d[*,*]
: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49:=
0 0.0 0 0 0 0.27 0.98 0 0 1.9 0.9 1.02 0 0.74 2.07 1.06 3.42 0.74 1.01 0 0.38 1.41 3.42 1.85 1.21 0 3.11 0.1 0.99 3.04 0.3 0.55 0.62 1.36 2.15 0.39 2.28 4.18 4.05 1.02 0.86 1.32 2.22 4.56 1.21 0.33 0 0 0.43 1.88 0.47 
1 0 0.0 0.55 1.42 0.43 0 0.99 0 3.76 0 0 0 2.92 0 0 0 0 0 0 4.42 0 0 0 0.47 0.42 2.59 3.8 0.58 0.55 0 0.35 0 0 0.49 3.11 0 2.09 2.34 0.83 0 3.67 0.18 0 0.37 1.6 0 2.16 3.55 1.6 1.11 
2 0 0.55 0.0 0 1.52 0.32 0 3.42 1.02 4.31 0 2.65 3.17 0 2.46 2.45 2.28 1.11 0.67 2.09 4.05 0.59 2.03 1.54 4.18 0.7 0 2.53 0.94 1.51 0 1.96 0 1.27 1.17 3.8 0.94 1.02 5.19 0.57 0 0.98 2.26 0.35 2.45 1.77 0 1.6 0.8 1.6 
3 0 1.42 0 0.0 0 0 0.63 0 3.2 0.86 1.72 0.65 1.41 0 0 4.33 0.55 1.52 2.03 1.6 2.11 0 0 0.32 0.55 0 2.53 3.29 4.05 4.56 0 0.53 0.75 0.63 1.79 1.33 6.08 1.92 0 0.28 0.17 0 1.21 1.6 0.38 0 0.5 3.86 1.41 0 
4 0.27 0.43 1.52 0 0.0 0.3 0.2 1.41 0 1.85 0 0.52 1.69 0 1.66 0.33 1.48 0.59 3.86 0.35 2.73 1.36 2.73 0 0.63 0.67 1.04 0.94 2.66 1.04 0 4.05 0 0 0.66 0 0.43 0 2.92 2.73 1.29 3.48 0 1.29 0 0 0 1.23 1.32 1.29 
5 0.98 0 0.32 0 0.3 0.0 3.29 1.17 1.54 2.96 2.96 0 4.56 0.27 0.62 0 4.69 0 0 0 0.74 1.65 1.79 2.71 3.26 0 1.79 0 1.88 0.23 1.65 0 2.83 1.85 0.78 0 0.39 0 0 0 4.94 1.68 2.46 0.65 0.73 0 0 0.12 0.89 1.8 
6 0 0.99 0 0.63 0.2 3.29 0.0 0.38 1.48 2.35 1.97 0 1.6 0 4.69 0 0.47 0.62 1.97 1.97 0.63 0.9 0.37 2.79 0.45 0.57 0.55 0.37 0.7 2.53 1.52 0 0 1.01 0.7 1.06 0 4.18 0 1.6 0.99 0 3.29 0 0 0.66 0 3.17 2.41 2.66 
7 0 0 3.42 0 1.41 1.17 0.38 0.0 0.66 2.35 0.7 0.59 0.25 0.32 0 2.63 0 1.11 0 0 3.67 3.48 4.14 4.14 0 0 0 0.99 3.48 0.4 3.17 0 1.72 1.91 0 0.31 3.76 3.39 0.27 0 2.53 0.83 0 0 2.73 0.33 0 4.43 2.73 2.4 
8 1.9 3.76 1.02 3.2 0 1.54 1.48 0.66 0.0 1.25 0 0 1.23 0.2 0.51 0 0 0.86 0.78 0.43 0 0.55 1.68 4.42 0 2.59 1.32 0 0 0 2.79 0 3.11 1.29 0.43 0.31 0.58 0.5 0 2.73 1.54 0.85 1.96 1.8 0.57 0.92 0 3.8 3.17 0 
9 0.9 0 4.31 0.86 1.85 2.96 2.35 2.35 1.25 0.0 0 0 0.2 0 3.39 1.96 2.16 2.03 0.28 3.48 1.0 1.92 2.83 1.33 0 0.17 2.41 0 1.68 3.95 1.45 1.05 0.66 1.17 1.17 0 0.94 5.18 1.36 0.38 1.14 1.72 0 0 1.13 3.48 0 0.83 2.65 3.17 
10 1.02 0 0 1.72 0 2.96 1.97 0.7 0 0 0.0 0 0.92 0 0 0.78 0 0 0.53 1.72 0.97 3.26 3.33 2.9 2.46 0.38 0 0.58 6.33 1.6 3.76 0 1.36 1.52 0.45 0 0 2.11 0.43 0.68 0 0.94 0.95 0 0.43 0 0 1.99 0.75 0 
11 0 0 2.65 0.65 0.52 0 0 0.59 0 0 0 0.0 0 0.5 0 0 2.71 0 2.83 0.7 3.2 0.89 3.63 0.95 0 0 0 0.52 4.89 0 5.07 0.43 1.37 2.83 2.35 0.92 0 0 0 0.98 0.48 0 0 1.0 1.49 3.29 0.38 0 0.73 1.96 
12 0.74 2.92 3.17 1.41 1.69 4.56 1.6 0.25 1.23 0.2 0.92 0 0.0 0 2.54 3.58 1.88 0.43 3.29 1.66 0.8 3.67 0.65 0.55 3.67 2.79 0.43 2.45 0 3.8 0 0 0.51 1.42 1.11 1.23 0 0 0.32 0 0.08 3.86 3.95 4.69 0.55 0.98 0 4.94 0.53 0.43 
