set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100;
set K:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14;
param V:= 14;
param cp:= 112;
param dm:= 5.0;
param o:=
33 8666 2665 10889 6 7 9548 9772 29 19 12 21 7772 12 12 15636 29 59 13 16 17 11 7106 12 12 6 15 17 9 9 3 3 20 5 0 3 6 11324 12564 21 18 10471 10214 13681 16 17 44 13 10 9 12 1554 3 6 38 5 7 8882 50 14 11727 9 15 13 14 9992 19 9 11 12 4 7 5777 16 7994 9 11 3 4 2 1 3331 1 11 9 10214 13 21 13 6 6883 6 13960 12006 15 13 12 11 11 14 47 13402 
34 26 5329 27 12 7994 24 26 11 50 8 10 10214 36 16 18707 17032 18149 18 21 12 32 8882 44 44 4 7772 12 11915 12 12 22 8 15 3 0 5 17 18 87 38 14 24 66 74 37 27 56 12657 46 13323 4219 23 10 12999 7 14 12 19 19 16 11546 17 9104 36 11991 32 8666 11102 3997 8 25 5416 37 19 10214 41 4 14 1 2220 4441 2 12 13 26 16 79 58 17 38 7994 19 15077 16 54 28 28 58 64 14798 16 
35 14804 11 19859 15 16 24 23 65 82 4 15 15526 23 23 105 24553 100 24192 22 17 6 17332 26 21665 10832 32 56 27 51 8305 33 49 10 6 5 0 88 45 30 19137 66 88 29 26359 26 23 23 25 37 21 17 5 19 30 12999 61 21 44 19 84 20 29 14 16 20 5 6 27 9 12 11 2 37 23 19498 20 12 8666 19 6499 11 5 74 22 90 23 27081 21 16 19 11554 24 43 43 24 25 22 23 90 20942 29 
36 9104 8882 15 12213 18 28 8 4441 5 24 6 4 12 20 14240 17 22 8 23 3 17 16 18 21 30 21 14 8438 10 16 34 8 8 11324 17 88 0 12 15356 67 11 18 15 67 13 4885 3 1554 2887 1776 13 68 8 20 56 16 16 50 10658 9 6661 8 20 5773 5 25 35 24 13 8216 16 40 28 13323 14 60 11102 11769 16 12435 14 15 3997 6 6661 11 23 10880 6 7550 6439 48 9 10 9 12 11 9992 9326 17 12 
37 7583 9772 5 15 10 3 3071 6661 9 19137 46 12 12 12 3 6 6 5 6 10 74 8 29 13 26 12564 38 9027 11 15 25 10 18 12564 18 45 12 0 5863 14 14 9 2 5 11 25 29 9 7106 11102 11 21 27 8 10610 15 37 8 8 2 3909 4 10610 13681 14 25275 43 17 11168 9 14 21665 15 6701 7259 9 13 11168 16 13 11 13402 15 6 8 1117 9 2 8935 9 13402 1396 1 2 2513 2 2 6 0 7 1 
38 47 31 8935 22 14519 7 11 26 11 26720 16752 21 30 18 3 7 17 6980 13 61 104 11727 12 28 18707 21 52 13 17 19 36 59 20 21 87 30 15356 5863 0 19 11168 11 5584 5026 11 9214 15 28 15 17590 66 24553 24 11448 20 19 15 7539 11 7 35 6 15636 19 25 37 29 17 68 15 17 29247 12006 12 11 15 16 19 20382 23 34 39 13 10 7 6 7 7259 14240 10051 18707 9 6701 13 34 30 7539 9 6 9 5026 
39 15 16 8 8 3250 19 22 12 20942 17332 20220 59 9 10 16 34 16 21 19 18 20 6138 7 3 10 3 33 53 14 7 75 20 22387 18 38 19137 67 14 19 0 8 13 10051 12 55 21303 19 17 13545 19 8216 68 16248 21 6 4 3 7818 19 45 69 17 84 47 35 47 22026 4 7 59 18 22 19 7 20 8 14 14 11 10 7 9326 21 75 75 16 17 11 75 59 28 12564 14 12 10331 41 22 10051 11448 15 15 
40 16 8666 3 10 22 9027 11 7106 25 13721 14 20 6 3611 8 8 9 13 36 38 58 3 22 10 38 9027 2528 5 5 21 14 10110 64 10471 14 66 11 14 11168 8 0 6499 7 15 11 52 9770 39 8 11991 8305 12277 9 2 7 9 6499 11 3 6860 17 11 14 20 25 22 17 11915 7583 32 11193 33 8 12 9 12 9 10 12277 10110 9 11554 48 40 12 11 20 4694 43 6 30 6980 26 10 6 11 8 5 15 14 33 
41 20 30 4 11 6499 51 8 13 22 78 39 17 42 12 9 3350 11 19 14082 15 42 5 1 19 10 19 10 13 12 36 21 33 22 10214 24 88 18 9 11 13 6499 0 5 7 17 17 14 13101 47 19 18 37 28 9 38 19 5 4 7 8 12999 12 39 22748 17 52 26 18 15 14 35 22 4 7 5 3 8 33 10658 9548 8 11 17332 59 28 10 14 5 34 11554 88 8 7 8097 28 6701 16 6143 15 8 29 
42 6980 14 13 50 9 5584 5026 12 19 23 27 18 38 5 10 10 6 7259 8 13 21 7 12 35 52 13 15 9 9 17 28 14 20 13681 66 29 15 2 5584 10051 7 5 0 3 4 9 11727 26 11448 16194 13 18776 8655 7 10 22 10 2234 5026 4 6422 9 26 15915 36 27 94 48 23 10 12564 23470 8 22 6 28 10889 15 15 27 11168 15 10051 7 8 3350 5584 2 11 7 15356 4 3 5 4 3350 5 3 6 8 9 
43 12 13681 6 14519 20 16 8 15 23 29 16 35 11448 26 11 1954 5863 9 11 16 23470 8 13 18 58 14 9493 13 13 63 18 55 18707 16 74 26359 67 5 5026 12 15 7 3 0 6 10610 14 15 13960 19 14 21665 12 17 15 12285 17 4 7259 6 8655 7 15 23 26 33 53 25 13402 13 17 53 7539 14 8 7539 26 17 22 63 13123 67 49 12 34 5584 6701 5 55 10 20 9 21 5863 8 23 7 20 5026 13 4188 
44 10 12844 27 14798 12 6 6 10331 10 22748 27 57 15 23 6 23 2 5 7539 12844 28 12 12 49 18 19 10331 20 10331 18 60 15 34 17 37 26 13 11 11 55 11 17 4 6 0 7 10 23 13 15077 13 20942 10 9 13402 58 15 23 7539 16 7 2792 16 15915 35 32 25275 15636 16 13 27 101 11 9 20 21 13123 14 19 15915 13960 18 9 6422 4747 10 2 19 12 6980 15636 3 4 4 21 9 19 5 11 4188 2 
45 12 11 9772 11 21 3 11 5 7 19137 9 6661 32 30 8097 11168 20 2 3909 6 19 19 35 21303 26 28 14082 10471 51 12879 14 10 15 44 27 23 4885 25 9214 21303 52 17 9 10610 7 0 9 4 4 6661 10 21 7 45 20 20942 38 40 11554 5584 3 4188 29 21 9 27 25 50 44 11 9772 27 33 16 34 23 9548 21 16 11324 44 11324 7 2 2 6 22 8097 13 11 42 6 8 6 12 7 5 28 7 20 6 
46 8 35 10 15 15 5 7 4 2 19 7 7 11 9 11168 57 16 16 5 5 33 45 16 15099 14211 15 20 15 8882 14 10 7 8660 13 56 23 3 29 15 19 9770 14 11727 14 10 9 0 2220 10 18 20 17332 22 11 26 58 28 10214 8882 7 4 7 5 7 6883 24 77 68 13 9 7772 23 12213 11546 14 16 13 11324 26 49 12213 12 2887 4 4219 6 8376 9 21 7 7550 8655 7106 8 8 7328 6439 9 8 7 7550 
47 8 7328 42 43 26 6 6883 2887 2887 19 6 3 10214 8 13 15356 13 12 18 7 14 23 52 15321 53 17 9992 6883 17 51 14 20 6439 10 12657 25 1554 9 28 17 39 13101 26 15 23 4 2220 0 1 2665 36 14804 5 8 12213 28 14 11102 9104 8 5107 7106 14 20 5 26 15887 17098 11102 6661 7 18054 12 13 12657 13323 12 11 15 22 11 13 3 4219 5551 7550 21 12 4 7 7 10331 7994 7328 9 9 28 8 10 7106 17 
48 24 12 18 12 46 4885 5551 6 1998 30 4 3 10 28 15 14 8935 6 4 7 15 20 11546 56 13 13545 17 22 28 11 25 4 5995 9 46 37 2887 7106 15 13545 8 47 11448 13960 13 4 10 1 0 8 7550 12999 4 6883 11 14 16 12 30 8 4 6217 2665 6 22 19859 30 18 20 21 5 21 11 11 11324 24 33 9 13 39 40 9326 1 13 4663 8 11 10 4 19 10 37 14 25 12 7 5773 29 8 7 9 
49 11 8660 26 12 30 11 9326 20 6 17693 6 12 14 11 18 75 27 34 7 3 14 17 17 17542 14877 16876 12 18 10 56 9 7 7 12 13323 21 1776 11102 17590 19 11991 19 16194 19 15077 6661 18 2665 8 0 10214 15887 14 10658 16 15987 16 54 11324 20 10 9770 9 19 2665 40 16 77 16 8216 7328 74 14655 28 15099 20 12 15 12657 11991 12879 11102 4885 7106 10 10436 17 15 6 34 22 55 43 9992 12 21 12 14 12 11 11324 
50 6 3 10 1776 6 8 7539 12 16 11 9 7 4 15 27 12564 12564 9992 12 8 8 12 8 37 4663 8 6138 6 16 15 6 7 6 1554 4219 17 13 11 66 8216 8305 18 13 14 13 10 20 36 7550 10214 0 16 4 8 4 6 31 11 8305 38 8 13 7 7 19 15 9 10214 2665 9 3 10 9 27 8 16 1110 3 4 9 6 2220 7106 30 9 12 28 19 5 21 6 23 9772 41 32 17 10 12 12 38 46 
51 12 17 17 10 13721 20 12999 10832 14804 4 6860 10471 17 15 26 40 78 23 49 14 3 13721 69 19137 20 59 11 10 7944 30 4 6 8 3 23 5 68 21 24553 68 12277 37 18776 21665 20942 21 17332 14804 12999 15887 16 0 19 13 22 27 18 18 14 64 14 18054 36 8666 13721 33 5 20 29 5777 5 9 17 19 16 21 23 7 4694 4333 10 3 13 16 18 69 21665 16248 33 46 14 74 16248 21 17 19 30 15887 16971 62 36 
52 5 4188 8 6217 13 6 4 8 4747 13 19 10 10 6 20 21 7818 14 2 5 10 10 13 68 8438 15887 16 3 5416 8216 12 10 15 6 10 19 8 27 24 16248 9 28 8655 12 10 7 22 5 4 14 4 19 0 5416 24 19 16 8655 6860 6 3630 7 5 9 8 19 27 79 7 6 4467 18 12 22 14 13721 5 5773 31 27 6439 6661 4 5 6 13 9214 8 5 2 7 8 12 6 6 7 18 6 6422 6 15 
53 1444 8 6 10 15 10 9 22 10 49 10471 9 4694 4 17 9 32 46 14 32 12277 9 16 11193 13 22 12 3250 3 13 21 7583 27 38 12999 30 20 8 11448 21 2 9 7 17 9 45 11 8 6883 10658 8 13 5416 0 14 12 11 6860 2 12 7 18 10471 14082 11102 38 17 56 7 23 11 30 6499 6 7222 8305 6 7222 45 9 8 10471 19 33 10 7944 20 6 17 3972 16 14 7 29 4 5 22 11 29 6138 8305 
54 32 11 28 3553 4 15165 10 9326 35 12 59 11 3250 7539 12844 11 13 75 13721 23 17 6 8 11 2 9 4333 35 6 12 25 12 65 5 7 12999 56 10610 20 6 7 38 10 15 13402 20 26 12213 11 16 4 22 24 14 0 3 6 17 30 10 18 14 62 20 13989 69 64 9388 4 12 13 14 6 7 8 9 3 4 6 8 1776 11 18 15526 16609 13 60 8655 17 11 16609 12006 39 10889 35 36 10 36 21 41 11168 
