set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100;
set K:= 1 2 3 4 5 6 7 8;
param V:= 8;
param cp:= 200;
param dm:= 5.0;
param o:=
33 8666 4333 14082 10 12 9548 12638 48 19 12 35 12638 12 16 15636 38 59 13 16 27 11 11554 19 19 9 25 17 9 9 6 5 32 9 0 5 6 18415 12564 21 29 10471 16609 13681 16 17 44 13 16 14 20 2528 3 10 38 8 12 14443 65 14 15165 9 15 21 22 16248 19 9 18 19 7 12 5777 26 12999 14 19 5 6 3 2 5416 1 11 9 10214 13 21 17 10 11193 10 13960 15526 15 16 16 14 15 14 61 13402 
34 26 8666 35 20 12999 24 34 18 50 8 16 16609 36 21 18707 22026 18149 18 21 20 32 14443 71 72 7 12638 12 11915 12 19 36 14 24 5 0 5 28 18 87 62 14 38 66 74 37 27 56 20581 75 21665 6860 23 16 12999 11 23 20 24 19 21 11546 17 14804 58 19498 32 8666 18054 6499 13 40 5416 61 31 16609 66 7 23 2 3611 7222 4 12 13 26 16 79 75 28 62 12999 19 19498 16 69 36 37 75 64 19137 16 
35 14804 11 19859 15 16 15 23 65 51 4 15 15526 23 23 82 24553 77 14877 14 17 6 17332 26 21665 10832 32 56 27 51 8305 33 49 10 6 5 0 88 35 23 19137 66 88 23 20382 20 14 14 25 37 21 17 5 19 30 12999 61 21 44 19 84 12 23 14 16 20 5 6 27 9 12 11 2 37 23 19498 20 12 8666 19 6499 11 5 45 14 55 18 20941 21 16 19 11554 18 43 34 24 25 22 23 69 20942 23 
36 11448 11168 19 15356 30 28 10 5584 5 24 8 6 15 25 14240 17 22 8 23 4 17 20 23 34 37 33 18 10610 13 20 42 10 11 18415 28 88 0 15 15356 108 14 23 15 67 13 4885 3 1954 3630 2234 16 68 10 25 70 26 25 63 13402 11 6661 10 25 7259 7 25 35 38 16 10331 20 40 35 16752 18 75 13960 14798 27 15636 18 24 3997 6 6661 14 23 13681 8 9493 8097 48 12 12 11 15 13 12564 11727 21 15 
37 5863 9772 5 15 13 3 3071 8376 9 14798 46 16 9 12 3 6 6 5 6 12 57 8 29 17 26 16248 29 6980 8 15 25 10 18 12564 18 35 15 0 5863 18 11 9 2 5 11 25 37 11 8935 13960 11 16 27 6 10610 19 48 8 6 2 3909 4 10610 13681 18 19545 34 22 11168 9 14 16752 15 6701 7259 9 13 11168 16 13 11 13402 15 6 8 1117 9 2 8935 9 13402 1396 1 2 2513 2 2 6 0 7 1 
38 47 31 8935 22 18776 7 11 26 11 20661 16752 21 30 18 3 7 17 6980 13 61 80 11727 12 36 18707 28 52 13 17 19 36 59 20 21 87 23 15356 5863 0 25 11168 11 5584 5026 11 9214 15 28 15 17590 66 18986 24 11448 20 24 19 7539 11 7 35 6 15636 19 25 28 22 22 68 15 17 22616 12006 12 11 15 16 19 20382 23 34 39 13 10 7 6 7 7259 14240 10051 18707 9 6701 13 34 30 7539 9 6 9 5026 
39 15 16 10 13 3250 19 28 20 20942 17332 20220 95 9 13 20 43 20 21 19 29 20 6138 7 3 17 3 33 53 14 12 75 20 22387 29 62 19137 108 18 25 0 8 13 12999 15 71 21303 31 27 22026 31 13360 68 16248 21 6 4 3 10110 19 58 69 22 84 47 57 47 22026 4 11 59 18 22 19 7 20 8 22 22 18 16 11 15165 21 75 75 20 22 14 75 59 28 16248 18 16 13360 53 29 12999 14804 19 19 
40 10 5329 2 6 22 5551 7 8935 15 13721 9 25 3 2220 8 6 9 8 22 48 58 2 13 10 23 9027 1554 3 3 13 9 6217 39 10471 14 66 14 11 11168 8 0 3997 7 15 11 32 9770 49 11 15077 5107 12277 5 1 4 9 6499 7 2 4219 11 9 9 12 32 22 17 11915 4663 20 6883 33 5 7 6 7 5 6 12277 6217 6 11554 29 25 7 8 20 2887 27 4 19 6980 16 8 4 7 5 3 12 9 26 
41 12 19 3 11 6499 31 6 17 13 78 24 22 26 9 9 2665 11 12 8660 18 42 3 1 19 10 19 6 8 7 36 13 20 14 16609 38 88 23 9 11 13 3997 0 5 7 17 10 14 16473 59 24 18 37 17 5 23 19 5 3 4 7 7994 12 24 13989 21 52 26 18 15 9 22 22 2 4 3 2 8 33 17332 9548 8 17 10658 36 17 10 14 4 21 7106 54 8 6 8097 22 5329 12 4885 15 6 29 
42 6980 14 13 50 12 5584 5026 12 19 18 27 18 38 5 10 10 6 7259 8 13 16 7 12 45 52 16 15 9 9 17 28 14 20 13681 66 23 15 2 5584 12999 7 5 0 3 4 9 11727 26 11448 16194 13 14519 8655 7 10 29 13 2234 5026 4 6422 9 26 15915 36 21 73 62 23 10 12564 18149 8 22 6 28 10889 15 15 27 11168 15 10051 7 8 3350 5584 2 11 7 15356 4 3 5 4 3350 5 3 6 8 9 
43 12 13681 6 14519 26 16 8 15 23 23 16 35 11448 26 11 1954 5863 9 11 16 18149 8 13 23 58 18 9493 13 13 63 18 55 18707 16 74 20382 67 5 5026 15 15 7 3 0 6 10610 14 15 13960 19 14 16752 12 17 15 15887 22 4 7259 6 8655 7 15 23 26 26 41 32 13402 13 17 41 7539 14 8 7539 26 17 22 63 13123 67 49 12 34 5584 6701 5 55 10 20 9 21 5863 8 23 7 20 5026 13 4188 
44 10 12844 27 14798 16 6 6 10331 10 17590 27 57 15 23 6 23 2 5 7539 12844 21 12 12 64 18 24 10331 20 10331 18 60 15 34 17 37 20 13 11 11 71 11 17 4 6 0 7 10 23 13 15077 13 16194 10 9 13402 75 19 23 7539 16 7 2792 16 15915 35 25 19545 20220 16 13 27 78 11 9 20 21 13123 14 19 15915 13960 18 9 6422 4747 10 2 19 12 6980 15636 3 4 4 21 9 19 5 11 4188 2 
45 7 9 7772 11 21 3 9 5 5 11769 7 6661 20 24 8097 8882 20 2 3109 6 12 12 21 21303 26 28 8660 6439 31 12879 11 8 12 44 27 14 4885 25 9214 21303 32 10 9 10610 7 0 9 4 4 6661 10 13 5 28 13 20942 38 32 7106 4441 3 4188 23 16 9 17 15 50 44 9 7772 16 20 10 21 14 9548 21 16 11324 44 11324 5 2 2 6 22 6439 11 9 34 6 6 6 10 6 4 22 7 16 6 
46 8 35 10 15 24 5 7 4 2 12 7 7 11 9 11168 45 16 16 5 5 20 45 16 24553 14211 25 20 15 8882 14 10 7 8660 13 56 14 3 37 15 31 9770 14 11727 14 10 9 0 2220 10 18 20 10658 22 11 26 94 45 10214 8882 7 4 9 5 7 6883 15 47 111 13 9 7772 14 12213 11546 14 16 13 11324 26 49 12213 12 2887 4 4219 8 8376 9 21 7 7550 8655 7106 10 8 7328 6439 9 10 7 9493 
47 11 9214 52 54 43 6 8655 3630 2887 19 8 4 12844 11 13 15356 13 12 18 9 14 28 66 24914 67 27 12564 8655 21 64 18 26 8097 16 20581 25 1954 11 28 27 49 16473 26 15 23 4 2220 0 2 3350 45 14804 6 11 15356 46 22 13960 11448 9 5107 8935 18 26 7 26 15887 27803 13960 8376 9 18054 15 16 15915 16752 15 14 24 27 14 21 3 4219 5551 9493 21 15 6 8 9 10331 10051 9214 12 11 36 11 13 8935 22 
48 30 16 23 15 75 4885 6980 8 1998 30 6 4 12 35 15 14 8935 6 4 9 15 25 14519 91 17 22026 21 28 35 14 31 5 7539 14 75 37 3630 8935 15 22026 11 59 11448 13960 13 4 10 2 0 9 9493 12999 6 8655 14 23 25 15 38 10 4 7818 3350 8 28 19859 30 28 25 27 7 21 14 14 14240 30 41 11 22 49 50 15165 1 13 4663 10 11 13 5 23 13 37 17 31 16 9 7259 37 10 9 12 
49 13 10889 32 15 49 11 11727 25 6 17693 8 16 17 14 18 75 27 34 7 4 14 21 21 28525 18707 27442 15 22 13 70 12 9 9 20 21665 21 2234 13960 17590 31 15077 24 16194 19 15077 6661 18 3350 9 0 12844 15887 18 13402 20 25997 26 68 14240 26 10 12285 11 23 3350 40 16 126 20 10331 9214 74 18428 35 18986 25 16 18 20581 15077 16194 18054 4885 7106 10 13123 17 19 7 42 28 55 54 12564 16 26 15 17 15 14 14240 
50 6 4 8 2889 10 8 9749 15 16 11 15 9 4 19 27 9992 12564 9992 12 11 8 12 8 61 7583 13 6138 6 16 25 10 12 10 2528 6860 17 16 11 66 13360 5107 18 13 14 13 10 20 45 9493 12844 0 16 7 8 7 10 51 8 8305 49 8 13 11 12 24 15 9 16609 4333 14 5 10 9 27 8 16 1805 5 6 14 9 3611 7106 30 9 12 28 25 8 35 10 23 12638 41 42 22 13 15 12 49 46 
51 12 17 17 10 13721 12 12999 10832 9104 4 6860 10471 17 15 20 40 60 14 30 14 3 13721 69 19137 20 59 11 10 7944 30 4 6 8 3 23 5 68 16 18986 68 12277 37 14519 16752 16194 13 10658 14804 12999 15887 16 0 19 13 22 27 18 18 14 64 9 13960 36 8666 13721 33 5 20 29 5777 5 9 17 19 16 21 23 7 4694 4333 10 3 8 10 11 54 16752 16248 33 46 14 57 16248 16 17 19 30 15887 13123 62 28 
52 3 4188 6 10110 13 5 3 10 3775 13 19 13 10 4 20 17 7818 11 2 6 10 6 8 68 13721 15887 16 2 5416 13360 12 10 15 10 16 19 10 27 24 16248 5 17 8655 12 10 5 22 6 6 18 7 19 0 3331 24 19 16 6883 4219 5 2887 7 5 9 10 19 27 79 12 6 4467 18 7 14 9 8438 9 9388 51 43 10471 10832 3 4 5 13 9214 6 5 2 7 8 9 6 4 5 14 5 6422 4 15 
53 888 6 4 10 15 6 5 28 6 49 8097 12 4694 2 17 7 32 28 8 40 12277 6 10 11193 13 22 12 1998 3 13 16 5863 21 38 12999 30 25 6 11448 21 1 5 7 17 9 28 11 11 8655 13402 8 13 3331 0 14 12 11 4219 1 8 4 14 8097 10889 13960 38 17 56 7 18 9 30 3997 4 4441 5107 6 7222 45 9 8 10471 12 20 6 6143 20 4 13 2443 13 14 4 22 3 3 13 7 22 3775 6422 
54 32 11 22 5777 4 9326 13 11727 22 12 59 14 3250 9749 12844 9 13 46 8438 29 17 4 5 11 4 9 4333 35 6 20 25 12 65 8 11 12999 70 10610 20 6 4 23 10 15 13402 13 26 15356 14 20 7 22 24 14 0 3 6 13 30 13 11 14 62 20 17590 69 64 9388 7 12 13 14 4 4 5 5 5 6 10 14 2889 18 11 9548 10214 13 60 11193 17 11 16609 12006 51 10889 45 46 13 46 21 53 11168 
