set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100;
set K:= 1 2 3 4 5 6 7 8;
param V:= 8;
param cp:= 200;
param dm:= 2.0;
param o:=
33 6701 4333 8660 8 7 15526 9772 48 31 9 35 9772 9 12 20220 23 77 21 25 21 8 7106 12 12 7 15 13 7 7 4 5 32 9 0 4 4 14240 16248 27 18 8097 10214 17693 21 22 71 20 13 11 15 1954 2 8 29 6 7 8882 40 11 15165 14 20 21 22 12564 15 7 11 15 7 12 4467 16 7994 9 11 3 5 2 2 4188 1 17 15 16609 17 27 17 10 8655 10 18054 15526 20 13 16 14 15 18 61 17332 
34 20 8666 27 16 7994 40 26 18 81 6 16 12844 28 16 18707 17032 18149 29 34 16 25 11168 55 44 6 7772 9 9214 9 15 36 14 24 4 0 3 22 18 87 38 11 30 66 74 37 44 91 15915 58 16752 5305 18 12 10051 8 14 12 19 14 16 18776 17 14804 58 15077 25 6701 11102 5026 13 40 4188 47 24 12844 51 6 18 2 2792 5584 3 20 22 43 16 79 58 28 48 12999 19 15077 16 54 28 28 58 64 14798 16 
35 11448 11 15356 12 10 24 18 65 82 3 15 12006 18 18 82 18986 77 24192 22 13 5 13402 20 13323 8376 20 44 21 39 6422 33 49 10 4 3 0 68 35 23 11769 51 68 23 20382 20 23 23 19 28 16 13 4 15 23 10051 37 13 34 15 65 20 23 14 16 15 4 4 17 7 12 11 2 28 18 15077 15 9 6701 15 5026 9 4 74 22 90 18 20941 16 16 15 11554 18 33 34 18 19 17 18 69 16194 23 
36 11448 14443 15 15356 18 46 10 7222 8 18 10 4 15 25 18415 14 29 14 38 3 13 16 18 21 37 21 18 10610 13 20 55 14 14 14240 22 68 0 19 19859 67 14 18 19 87 17 7944 5 1554 2887 1776 16 52 10 25 70 16 16 50 13402 14 10832 13 32 9388 5 19 27 24 16 13360 25 31 28 13323 14 60 13960 14798 21 15636 18 18 6499 9 10832 18 30 17693 10 9493 10471 62 15 16 11 19 17 16248 15165 27 20 
37 5863 12638 4 19 8 4 3071 10832 11 14798 59 20 12 12 4 5 7 6 8 16 57 6 23 11 34 9992 29 6980 8 20 32 13 23 16248 18 35 19 0 7583 11 11 7 3 7 14 32 48 15 11554 18054 14 16 27 6 13721 12 29 6 6 3 5055 6 13721 17693 23 19545 34 14 14443 11 18 16752 12 5329 5773 7 16 14443 21 17 14 13402 19 8 10 1444 12 3 11554 9 17332 1805 1 3 2513 3 3 7 0 9 1 
38 47 40 7106 29 11546 9 11 34 14 20661 21665 28 39 18 4 6 22 9027 17 79 80 9326 10 22 24192 17 52 13 17 25 47 77 25 27 87 23 19859 7583 0 15 11168 9 7222 6499 14 11915 19 37 19 22748 85 18986 24 11448 26 15 12 5995 11 10 45 8 20220 24 32 28 22 14 88 19 22 22616 9548 10 9 12 21 24 26359 30 43 39 17 13 9 7 9 9388 18415 10051 24192 12 8666 17 34 39 9749 11 8 11 6499 
39 12 16 6 8 1998 12 22 12 12879 10658 20220 59 6 10 12 27 12 13 12 18 12 3775 4 2 10 2 26 41 11 7 75 20 22387 18 38 11769 67 11 15 0 6 8 7994 9 44 13101 19 17 13545 19 8216 42 12564 16 4 2 2 6217 15 36 43 14 84 47 35 29 13545 2 7 59 18 14 12 4 12 5 14 14 11 10 7 9326 13 46 46 12 14 9 75 46 28 9992 11 10 10331 33 18 7994 9104 12 12 
40 12 8666 3 8 17 6980 8 8935 19 10610 14 25 4 2792 8 8 9 10 28 48 45 2 17 8 29 6980 1954 4 4 16 14 10110 64 8097 11 51 14 11 11168 6 0 5026 7 15 11 40 12285 49 11 15077 6422 9493 7 2 5 7 5026 8 2 5305 13 9 14 20 32 17 13 9214 5863 32 11193 26 6 9 7 9 7 8 9493 7818 7 8935 37 31 9 8 20 3630 43 5 30 6980 20 8 5 8 6 4 12 11 26 
41 16 30 3 11 3997 51 8 22 22 60 39 17 26 12 7 2665 8 19 14082 15 32 3 1 12 10 12 8 10 9 36 21 33 22 10214 30 68 18 7 9 8 5026 0 4 5 14 17 23 13101 47 19 18 28 22 7 23 12 3 3 5 7 12999 9 39 22748 17 40 20 11 15 14 35 17 2 4 3 2 8 33 10658 9548 8 13 17332 59 28 8 11 4 34 8935 88 6 6 6439 28 5329 12 4885 12 6 23 
42 6980 18 11 65 7 7222 5026 15 25 18 35 24 49 5 13 8 7 9388 10 17 16 5 9 28 68 10 15 9 9 23 36 18 26 17693 66 23 19 3 7222 7994 7 4 0 3 5 11 15165 33 14804 20942 16 14519 8655 7 13 18 8 1776 5026 5 8305 12 33 20581 47 21 73 38 30 13 16248 18149 6 18 5 22 14082 19 19 35 14443 15 12999 9 10 4333 7222 3 14 7 19859 5 4 6 4 4333 6 4 7 10 12 
43 12 17693 4 18776 16 20 8 19 30 23 21 45 14804 26 14 1554 7583 12 15 21 18149 6 10 14 75 11 9493 13 13 81 24 71 24192 21 74 20382 87 7 6499 9 15 5 3 0 7 13721 18 20 18054 24 18 16752 12 17 19 9770 14 3 7259 8 11193 9 20 30 33 26 41 20 17332 17 22 41 5995 11 6 5995 33 23 28 81 16971 67 64 16 43 7222 8666 7 71 10 26 12 27 7583 8 30 10 26 6499 17 5416 
44 10 16609 21 19137 10 7 6 13360 13 17590 35 74 20 23 7 19 2 7 9749 16609 21 9 9 39 23 15 10331 20 10331 24 78 19 43 22 37 20 17 14 14 44 11 14 5 7 0 9 13 30 17 19498 17 16194 10 9 17332 46 12 19 7539 20 9 3611 20 20581 45 25 19545 12435 20 17 35 78 9 7 16 17 16971 18 25 20581 18054 18 12 8305 6138 13 3 25 16 6980 20220 4 5 5 21 12 25 6 14 5416 3 
45 9 14 12638 18 13 4 11 8 9 19137 12 10832 32 30 10471 14443 26 3 5055 10 19 19 35 13101 43 17 10889 8097 39 20942 18 13 19 71 44 23 7944 32 11915 13101 40 17 11 13721 9 0 14 6 7 10832 16 21 7 35 20 12879 24 52 8935 7222 4 5416 38 27 14 27 25 31 72 14 12638 27 33 16 34 23 15526 34 25 18415 72 18415 9 3 3 7 29 10471 17 11 55 8 10 7 12 9 7 36 8 26 8 
46 10 56 16 24 15 9 9 7 3 19 12 11 18 11 14443 74 21 26 8 8 33 74 26 15099 23109 15 26 18 11168 22 16 12 14082 20 91 23 5 48 19 19 12285 23 15165 18 13 14 0 3611 16 29 32 17332 28 13 42 58 28 16609 11168 11 7 12 9 12 11193 24 77 68 22 14 12638 23 19859 18776 22 27 21 18415 43 79 19859 19 4694 7 6860 10 10832 14 35 9 12277 11193 11554 13 10 11915 10471 14 12 11 12277 
47 11 11915 42 54 26 10 8655 4694 4694 15 10 3 12844 11 17 12213 16 19 29 7 11 23 52 15321 67 17 12564 8655 21 64 23 33 10471 13 15915 19 1554 15 37 17 49 13101 33 20 30 6 3611 0 1 2665 45 11448 6 11 15356 28 14 11102 11448 12 8305 11554 23 33 5 20 12285 17098 13960 10832 12 13960 12 13 12657 13323 15 14 18 27 14 16 5 6860 9027 12277 27 19 7 8 11 13360 12999 11915 12 14 46 14 16 11554 28 
48 30 20 18 15 46 7944 6980 10 3250 23 7 3 12 35 19 11 11554 9 6 7 12 20 11546 56 17 13545 21 28 35 14 40 6 9749 11 58 28 2887 11554 19 13545 11 47 14804 18054 17 7 16 1 0 8 9493 10051 6 8655 14 14 16 12 38 13 6 10110 4333 10 22 15356 23 18 25 35 9 16 11 11 11324 24 41 11 17 49 50 11727 2 22 7583 14 14 17 6 23 17 48 22 40 16 12 9388 48 12 12 15 
49 13 14082 26 15 30 18 11727 32 10 13681 10 12 17 14 23 60 35 55 11 3 11 17 17 17542 18707 16876 15 22 13 70 15 12 12 15 16752 16 1776 18054 22748 19 15077 19 20942 24 19498 10832 29 2665 8 0 12844 12285 18 13402 20 15987 16 54 14240 33 16 15887 14 30 2665 31 12 77 20 13360 11915 57 14655 28 15099 20 16 18 15915 15077 16194 13960 7944 11554 17 16971 23 24 9 42 36 71 69 16248 16 34 20 23 19 18 18415 
50 5 4 8 2234 6 13 7539 19 27 8 15 9 3 15 35 9992 16248 16248 19 11 6 12 8 37 5863 8 4747 5 12 19 10 12 10 1954 5305 13 16 14 85 8216 6422 18 16 18 17 16 32 45 9493 12844 0 12 6 6 6 6 31 8 6422 49 13 16 11 12 24 12 7 10214 3350 14 5 8 9 27 8 16 1396 4 5 11 7 2792 11554 49 14 16 37 25 8 27 10 30 12638 53 32 22 13 15 15 49 59 
51 9 17 13 8 8438 20 10051 10832 14804 3 6860 8097 13 12 20 31 60 23 49 11 2 10610 54 11769 16 36 9 8 6143 23 4 6 8 2 18 4 52 16 18986 42 9493 28 14519 16752 16194 21 17332 11448 10051 12285 12 0 15 10 17 16 11 14 11 49 14 13960 36 8666 10610 26 4 12 22 5777 5 7 13 14 13 16 18 5 3630 3350 8 2 13 16 18 54 16752 12564 33 36 14 57 12564 16 13 14 23 12285 13123 48 28 
52 4 5416 8 7818 10 6 4 10 4747 10 25 13 7 6 20 21 7818 14 2 6 8 8 10 52 10610 12285 12 2 4188 10331 15 13 19 8 12 15 10 27 24 12564 7 22 8655 12 10 7 28 6 6 18 6 15 0 4188 18 14 12 8655 5305 6 3630 7 6 12 10 15 21 61 9 7 5777 14 9 17 11 10610 7 7259 39 34 8097 8376 4 5 6 13 9214 8 6 2 9 8 12 6 6 7 18 6 6422 6 15 
53 1117 8 5 8 12 8 7 28 8 38 10471 12 3630 3 17 9 32 36 11 40 9493 7 12 8655 10 17 9 2513 2 10 21 7583 27 29 10051 23 25 6 11448 16 2 7 7 17 9 35 13 11 8655 13402 6 10 4188 0 11 9 8 5305 1 9 6 14 10471 14082 13960 29 13 44 6 23 11 23 5026 5 5584 6422 5 5584 35 7 6 8097 15 26 8 6143 20 5 17 3071 16 14 5 22 3 4 17 8 22 4747 6422 
54 25 11 22 4467 2 15165 10 15165 35 10 59 14 2513 7539 16609 9 17 75 13721 29 13 4 5 7 3 5 3350 27 5 16 25 12 65 6 8 10051 70 13721 26 4 5 23 13 19 17332 20 42 15356 14 20 6 17 18 11 0 2 4 13 23 13 18 18 62 20 17590 54 49 5773 6 12 13 11 4 4 5 5 4 5 8 11 2234 14 18 15526 16609 16 78 11193 17 9 16609 15526 51 14082 35 46 13 46 27 53 14443 
